p.value,m.z,t.score,r.t,pos_inx
0.00485985850472034,989.649675738484,-5.71769315031383,1291.884,1
0.00485985850472034,495.327784790148,-5.64519950388657,1291.9545,1
0.00485985850472034,494.324382294828,-5.47130940013323,1291.9655,1
0.00485985850472034,987.641795133732,-5.43797351614843,1291.8475,1
0.00500867883466697,988.645184021406,-5.3569412407579,1291.9475,1
0.00658392281650567,495.327786740362,-5.16231215229497,1263.933,1
0.00658392281650567,494.3243984282,-5.1554577593103,1263.976,1
0.00833645307148103,517.309748409432,-4.98805716383627,1291.8805,1
0.00833645307148103,414.321670670563,-4.86658617623044,1124.428,1
0.00833645307148103,532.280279801547,-4.90651977108439,1292.041,1
0.00833645307148103,341.266123730931,-4.84662691508467,5.095,1
0.00833645307148103,355.263514477861,-4.85245710165073,1091.1775,1
0.00833645307148103,230.953709702671,-4.84745651862227,290.979,1
0.00833645307148103,478.293083268627,-4.84258201893075,1340.1685,1
0.00833645307148103,257.933083381296,-4.74392109781693,245.157,1
0.00833645307148103,344.279815723683,-4.74457569650656,1101.1855,1
0.00877625943189921,583.255464354126,-4.70594027388445,1099.344,1
0.00877625943189921,516.254631501824,-4.71879821401327,1092.686,1
0.00877625943189921,516.306389175668,-4.73359357549679,1291.9665,1
0.00941841367286919,760.684582176105,-4.62122076815602,245.1455,1
0.00941841367286919,268.962168867777,-4.60302777162226,308.841,1
0.00941841367286919,392.287696271533,-4.57560326255409,1091.6705,1
0.00941841367286919,393.290516891946,-4.62445354563894,1091.6695,1
0.00941841367286919,326.378384445234,-4.61490066249007,5.094,1
0.00941841367286919,498.816032261925,-4.53879603280514,245.153,1
0.00941841367286919,200.237449420494,-4.51091616018143,1092.3945,1
0.00941841367286919,258.917095578373,-4.5033089913874,245.336,1
0.00941841367286919,514.85848458807,-4.49475568865176,245.145,1
0.00941841367286919,561.811917924648,-4.48762349150455,245.153,1
0.00941841367286919,516.30647207452,-4.47409009537742,1263.619,1
0.00941841367286919,115.036703832205,-4.51930368357436,290.8045,1
0.00941841367286919,997.626060316308,-4.51722925850556,1338.505,1
0.00941841367286919,345.283158499943,-4.4613619946371,1101.319,1
0.00941841367286919,497.832010837671,-4.45772902121514,245.153,1
0.00941841367286919,143.106981174824,-4.50266509213589,1015.2165,1
0.00955995453745019,517.309920916859,-4.44134035375711,1263.859,1
0.0102747174143445,156.138683192863,-4.40426331875152,1022.087,1
0.0102747174143445,281.933042275947,-4.38743840239964,245.167,1
0.0102747174143445,480.805421159783,-4.38246162033672,245.14,1
0.0102747174143445,160.133350097779,-4.37731835666053,1022.1695,1
0.0102747174143445,240.906523162426,-4.37615651137175,245.1735,1
0.0107322371362735,347.2220411327,-4.34081957648388,1110.893,1
0.0107322371362735,455.392673251152,-4.38423347515914,1408.159,1
0.0107322371362735,601.265806634757,-4.33367191080376,1100.323,1
0.0107322371362735,427.325013721547,-4.37320735255852,1091.3915,1
0.0107322371362735,212.149287103869,-4.32243436453567,707.506,1
0.0107322371362735,552.329241243641,-4.31784931301795,1045.008,1
0.0114969681800387,454.389583478008,-4.32939000681831,1408.36,1
0.0114969681800387,131.010631152139,-4.32860928603626,291.0055,1
0.0114969681800387,348.225265714023,-4.27540466944404,1111.011,1
0.0120977935164507,674.463136133589,-4.25181855521086,1702.056,1
0.0120977935164507,230.248111264855,-4.24149207209273,1119.283,1
0.0120977935164507,305.900646041643,-4.27201249590507,245.608,1
0.0120977935164507,472.303698973714,-4.28131058084772,1091.674,1
0.01219635320706,144.982411789868,-4.21594878851022,9.055,1
0.01219635320706,390.259438822384,-4.25077732249699,764.852,1
0.01219635320706,452.277480770838,-4.25495837362666,1272.917,1
0.01219635320706,274.196876144152,-4.24599283799078,731.252,1
0.0127780611629932,321.913081054595,-4.22011981596577,245.5765,1
0.0127780611629932,172.995358451096,-4.2256546234969,291.162,1
0.0135013031970344,839.564898396775,-4.20828403139205,1091.65,1
0.0136010634694383,356.183076055706,-4.18898757384831,970.261,1
0.0139820544319018,147.076642882391,-4.13099809675602,1733.153,1
0.0139820544319018,386.290373316938,-4.13076095695275,1046.1215,1
0.0141610432069565,817.582731651035,-4.17112444315986,1091.518,1
0.0147761736898741,352.225154147928,-4.10246952083685,1072.456,1
0.0148046805006409,304.903575224379,-4.12910517690603,245.631,1
0.0148046805006409,373.273952185278,-4.13241725851325,1091.2205,1
0.0148046805006409,818.586336586826,-4.13565882148357,1091.518,1
0.0151472893685636,322.915130491177,-4.07050045735698,245.66,1
0.0151472893685636,388.254298849311,-4.10428686372498,764.6605,1
0.0151472893685636,195.122706510407,-4.06559774404894,707.515,1
0.0152959466024716,543.801434805575,-4.05781524700577,245.184,1
0.0155557685131284,303.90241424378,-4.07833531278639,245.638,1
0.0156184178957632,121.122458467049,-4.04057504444393,10.177,1
0.0156184178957632,840.568273017287,-4.07897488199786,1091.67,1
0.0156184178957632,203.147123484038,-4.07763588668548,1021.852,1
0.0156469744747048,298.897091587275,-4.05943264415234,245.65,1
0.0158874939047573,379.244105011389,-4.01911618467436,1113.976,1
0.0164559046740737,341.196111464472,-3.99916044803952,1036.679,1
0.0164559046740737,326.196536251067,-3.99916067210502,937.201,1
0.0172204954869436,250.17993034405,-4.01609725625522,938.371,1
0.0172204954869436,274.959630108213,-3.97596022221808,245.125,1
0.0180531261720699,80.9475787221103,-3.98877397446775,308.891,1
0.0180531261720699,513.267287409536,-3.95243821006151,1090.1435,1
0.018835607222331,103.111817305954,-3.96204203974938,10.1685,1
0.0190801774253348,434.286214273632,-3.96156490634319,774.755,1
0.0190801774253348,349.907823724037,-3.92226071894621,245.657,1
0.0191661873393677,471.3656711255,-3.91697965663532,4.846,1
0.0194045158229935,391.284527520358,-3.94365045622289,1091.669,1
0.0198395666643017,207.084022960531,-3.93745433314714,291.2155,1
0.0200639561059103,279.914409452132,-3.89055595449029,246.274,1
0.0201000581365406,116.040415242579,-3.92529781689166,290.831,1
