feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
mz248.904632832812_rt311.4975	Metabolomics_Round	R3	2.30788704542161	0.259820779013688	43	43	0.000843290831601887	0.00793312165194626
mz334.912827326881_rt287.748	Metabolomics_Round	R3	0.854662534489529	0.235886949834025	43	43	0.000848394477949718	0.0079736323115575
mz446.887689184799_rt1728.707	Metabolomics_Round	R3	-1.22158474898164	0.128548339516436	43	43	0.000851440575499086	0.00799474718778484
mz102.055105238593_rt438.685	Metabolomics_Round	R3	0.262116272467217	0.0724567457634506	43	43	0.000862202754133037	0.00808820594871517
mz458.374289355536_rt697.813	Metabolomics_Round	R3	1.03082128819571	0.285345823505869	43	43	0.000874697754488364	0.00819772965781035
mz173.078695838286_rt669.2105	Metabolomics_Round	R3	0.35873283485867	0.0993411119622306	43	43	0.000878241550648499	0.00822323549296347
mz245.095565553449_rt817.796	Metabolomics_Round	R3	0.883007678658869	0.244599550111308	43	43	0.000881032892377845	0.0082416547462848
mz364.930808630557_rt4.7075	Metabolomics_Round	R3	-0.331296619795294	0.0918483126451643	43	43	0.000888674102137248	0.00830536544053503
mz332.155264430042_rt1265.369	Metabolomics_Round	R3	-0.275749668114422	0.0764592099662602	43	43	0.000889955949901148	0.00830957936415638
mz498.901143634059_rt5.6025	Metabolomics_Round	R3	-0.313398652986129	0.0869424229718274	43	43	0.000894616525860812	0.00833372137920496
mz703.86650780949_rt4.0895	Metabolomics_Round	R3	-0.304295714199736	0.0844144282147148	43	43	0.000894324017670811	0.00833372137920496
mz147.138306806751_rt824.842	Metabolomics_Round	R3	-0.568012152126664	0.15758404451136	43	43	0.000895041676126612	0.00833372137920496
mz204.957074446298_rt257.7645	Metabolomics_Round	R3	-0.301844042578764	0.083854264835065	43	43	0.000907616898450749	0.00842726925209609
mz131.022395305059_rt1737.654	Metabolomics_Round	R3	-1.25500717445341	0.134173339339993	43	43	0.000906140840471208	0.00842726925209609
mz502.786836386537_rt246.141	Metabolomics_Round	R3	-0.761455929612669	0.211527625503301	43	43	0.000907181763554166	0.00842726925209609
