m.z,r.t,p.value,t.score
198.149009544168,939.801,0.381076469900316,3.74492015133038
149.045185440719,944.07,0.381076469900316,3.72762919562803
314.184050828041,952.1295,0.381076469900316,3.57661480460457
216.159652198393,940.034,0.381076469900316,3.57592125964062
245.194334410478,1051.1395,0.381076469900316,3.5588798958113
777.693911658398,984.404,0.381076469900316,3.5260640603855
238.142100234827,940.524,0.381076469900316,3.52079206318593
334.237854784258,1001.5835,0.381076469900316,3.52025708840884
244.191097959461,1051.1395,0.381076469900316,3.51391036031931
302.215129824329,1059.232,0.381076469900316,3.51236146487243
183.078328960127,996.539,0.381076469900316,3.49529615443399
348.225265714023,1111.011,0.381076469900316,3.48834609099476
246.243063972365,955.393,0.381076469900316,3.44391399349013
155.047372627304,996.5765,0.381076469900316,3.43780591820663
209.946073316187,13.047,0.381076469900316,3.40975649213046
280.227418172743,940.971,0.381076469900316,3.37997154149887
308.258774728464,1007.207,0.381076469900316,3.34808606371208
585.270994389987,997.0965,0.381076469900316,3.34712676932469
248.168151236583,934.971,0.381076469900316,3.33926114599771
228.063331476696,933.9395,0.381076469900316,3.3394433105209
300.199480444022,1016.7835,0.381076469900316,3.33277023955136
304.894477709097,11.0735,0.381076469900316,3.33000722603
189.037599720593,944.0375,0.381076469900316,3.30856925602915
456.332152748813,1049.66,0.381076469900316,3.30331174604792
228.135820920354,997.087,0.381076469900316,3.30039023897012
107.070363996412,951.112,0.381076469900316,3.2964640285065
209.194133556442,950.622,0.381076469900316,3.29468560614165
309.262048048083,1007.155,0.381076469900316,3.28967090111721
205.060222901532,996.552,0.381076469900316,3.28425971388912
316.248580644214,1009.472,0.398901449178682,3.24344656482478
790.271703110928,8.144,0.398901449178682,-3.22535346864825
655.300053053429,8.64,0.398901449178682,-3.22288091171181
288.217263028906,929.389,0.398901449178682,3.21568548085177
163.132816279814,951.1095,0.398901449178682,3.20841028483181
164.136232261084,951.1095,0.402660106615878,3.1767351582981
181.162934488988,951.111,0.402660106615878,3.17542420828978
220.177946829319,944.378,0.402660106615878,3.17412291604349
247.246228648685,955.663,0.409301760522827,3.15289683091282
303.218513028842,1059.24,0.409301760522827,3.14818484694614
208.190881022027,950.9775,0.409472331876436,3.13868004358506
722.284124804056,8.6645,0.421664199053189,-3.11429287210325
515.89100207958,1722.569,0.421664199053189,3.10537223734593
391.271642680072,1117.217,0.421664199053189,-3.08337355562284
167.117432080441,920.807,0.421664199053189,3.08029518204543
518.823538623403,8.19,0.421664199053189,-3.07661806130801
388.269539666041,1005.739,0.421664199053189,3.06487051489141
366.139620032858,907.5745,0.421664199053189,3.0580223574767
226.180500605052,1051.1685,0.421664199053189,3.03770714429838
353.232654575848,1005.685,0.421664199053189,3.03409711432218
266.173025396894,1051.1795,0.421664199053189,3.03455806580147
202.143984968227,1068.334,0.421664199053189,3.03176842120609
377.268953067366,1008.242,0.421664199053189,3.02579574743579
188.128264291054,969.287,0.421664199053189,3.02606994048913
206.081310275735,933.978,0.423153013015286,3.00891383769622
274.18380443871,978.2825,0.423153013015286,3.00736461255141
219.174516145268,944.249,0.428108712141785,2.99672943255324
301.202649403522,1017.285,0.439737792179886,2.96402558876668
274.274416322874,1039.548,0.439737792179886,2.96472329667221
335.222237760172,1005.8305,0.439737792179886,2.96134646704112
332.24337604963,919.6405,0.439737792179886,2.94511274984641
673.229782221359,907.64,0.439737792179886,2.94305576831117
342.26421570754,1050.166,0.439737792179886,2.94310935055957
185.115045667536,951.109,0.439737792179886,2.93333409738074
208.169572449355,898.541,0.439737792179886,2.9297151088192
207.124166676403,977.8965,0.439737792179886,2.92931039988254
275.277697642096,1039.999,0.448361886610483,2.91460358184385
393.224953949112,1005.723,0.448361886610483,2.91027355447811
520.32815366557,9.642,0.455084083234329,-2.89474774731891
207.159285637634,956.191,0.455084083234329,2.89326604689429
186.118259321931,951.112,0.472682835097618,2.87310945790643
654.296780285103,8.6935,0.48849509655591,-2.85491329542239
330.137202204021,1052.6795,0.497392698262157,2.84250132620614
180.159700833916,951.1095,0.50051216804595,2.82297708906787
179.064150126759,923.772,0.50051216804595,2.82232708827004
150.151231421679,438.634,0.50051216804595,2.82109730901368
202.216721647814,960.6025,0.50051216804595,2.81355753379136
648.496253096158,1534.936,0.50051216804595,-2.80913437865916
202.143913603239,1021.964,0.50051216804595,2.81057456285175
314.232838246262,974.766,0.50051216804595,2.80032056208763
325.271642169301,1598.404,0.50051216804595,-2.7952837029674
275.187006271661,978.086,0.50051216804595,2.79420980592786
368.279760034395,1091.667,0.504754422108521,2.78608579919303
264.232337928002,979.77,0.519005969433272,2.76840114772374
508.85676902533,9.732,0.519005969433272,2.76577877146731
312.217329010529,940.5355,0.528174504227145,2.75415396557335
587.312569467433,8.149,0.545099443223479,-2.73372541932232
269.089899091969,912.678,0.545099443223479,2.71916682099992
322.825881810914,254.235,0.545099443223479,2.71996762688407
296.637142327371,1736.236,0.545099443223479,2.71421307247861
220.008922834997,308.3245,0.545099443223479,2.71319432538272
195.116839114786,440.177,0.545099443223479,2.71410823644733
255.065480018854,998.562,0.545099443223479,2.70899952153259
303.156547950843,1560.063,0.545099443223479,-2.70467534098012
218.076573124482,908.656,0.545099443223479,2.70182655147607
519.325297736907,9.603,0.546370006929963,-2.6966884144028
276.19954168587,1009.669,0.548346639487599,2.69116691775231
91.5422995488011,239.081,0.56202429843412,2.67003372613883
270.170347927235,921.31,0.56202429843412,2.67045993877824
118.050343652386,318.441,0.56202429843412,-2.66806430133498
216.19601559998,1005.306,0.56202429843412,2.66492091759679
