m.z,r.t,p.value,t.score
989.649675738484,1291.884,0.00485985850472034,-5.71769315031383
495.327784790148,1291.9545,0.00485985850472034,-5.64519950388657
494.324382294828,1291.9655,0.00485985850472034,-5.47130940013323
987.641795133732,1291.8475,0.00485985850472034,-5.43797351614843
988.645184021406,1291.9475,0.00500867883466697,-5.3569412407579
495.327786740362,1263.933,0.00658392281650567,-5.16231215229497
494.3243984282,1263.976,0.00658392281650567,-5.1554577593103
517.309748409432,1291.8805,0.00833645307148103,-4.98805716383627
414.321670670563,1124.428,0.00833645307148103,-4.86658617623044
532.280279801547,1292.041,0.00833645307148103,-4.90651977108439
341.266123730931,5.095,0.00833645307148103,-4.84662691508467
355.263514477861,1091.1775,0.00833645307148103,-4.85245710165073
230.953709702671,290.979,0.00833645307148103,-4.84745651862227
478.293083268627,1340.1685,0.00833645307148103,-4.84258201893075
257.933083381296,245.157,0.00833645307148103,-4.74392109781693
344.279815723683,1101.1855,0.00833645307148103,-4.74457569650656
583.255464354126,1099.344,0.00877625943189921,-4.70594027388445
516.254631501824,1092.686,0.00877625943189921,-4.71879821401327
516.306389175668,1291.9665,0.00877625943189921,-4.73359357549679
760.684582176105,245.1455,0.00941841367286919,-4.62122076815602
268.962168867777,308.841,0.00941841367286919,-4.60302777162226
392.287696271533,1091.6705,0.00941841367286919,-4.57560326255409
393.290516891946,1091.6695,0.00941841367286919,-4.62445354563894
326.378384445234,5.094,0.00941841367286919,-4.61490066249007
498.816032261925,245.153,0.00941841367286919,-4.53879603280514
200.237449420494,1092.3945,0.00941841367286919,-4.51091616018143
258.917095578373,245.336,0.00941841367286919,-4.5033089913874
514.85848458807,245.145,0.00941841367286919,-4.49475568865176
561.811917924648,245.153,0.00941841367286919,-4.48762349150455
516.30647207452,1263.619,0.00941841367286919,-4.47409009537742
115.036703832205,290.8045,0.00941841367286919,-4.51930368357436
997.626060316308,1338.505,0.00941841367286919,-4.51722925850556
345.283158499943,1101.319,0.00941841367286919,-4.4613619946371
497.832010837671,245.153,0.00941841367286919,-4.45772902121514
143.106981174824,1015.2165,0.00941841367286919,-4.50266509213589
517.309920916859,1263.859,0.00955995453745019,-4.44134035375711
156.138683192863,1022.087,0.0102747174143445,-4.40426331875152
281.933042275947,245.167,0.0102747174143445,-4.38743840239964
480.805421159783,245.14,0.0102747174143445,-4.38246162033672
160.133350097779,1022.1695,0.0102747174143445,-4.37731835666053
240.906523162426,245.1735,0.0102747174143445,-4.37615651137175
347.2220411327,1110.893,0.0107322371362735,-4.34081957648388
455.392673251152,1408.159,0.0107322371362735,-4.38423347515914
601.265806634757,1100.323,0.0107322371362735,-4.33367191080376
