feature	Acetate	Butyrate	Caproate	Propionate	Valerate
6178	0.734330894374311	0.0775596509298791	0.000577224079297223	0.185066099224312	0.00246613139220052
6179	0.673552945883497	0.10104667733393	0.00109813431433457	0.219368132857468	0.00493410961076986
6180	0.755270132839327	0.0522171547205662	0.001205436126477	0.189097214678811	0.00221006163481848
6181	0.685688315852195	0.0811056034667238	0.000870047307483234	0.229052668075976	0.00328336529762144
6182	0.646865981063932	0.0806659670808994	0.0018269407208432	0.266082902027284	0.00455820910704156
6183	0.664975258237502	0.100146790933451	0.00157323594092508	0.229091654357126	0.00421306053099645
6188	0.724247300497496	0.0958975284404028	0.00082662708042447	0.176360001143399	0.00266854283827795
6189	0.693629535474023	0.0633837370234732	0.00125881843082468	0.239324712001395	0.00240319707028427
6190	0.712845472025368	0.0741517801791227	0.000715277013802587	0.209815034634323	0.00247243614738343
6191	0.730952613043762	0.0788354791829634	0.00131185549622739	0.185795664866195	0.00310438741085215
6192	0.718224350634921	0.0671037371896971	0.000625559075544262	0.21212581960397	0.00192053349586763
6193	0.627652935445348	0.0879928555039986	0.0015437996570882	0.279627554295622	0.00318285509794393
6291	0.684962666547473	0.0832680032727348	0.00168471496778535	0.228335247297034	0.00174936791497364
6292	0.713595429645131	0.0824850377552033	0.000809034729162126	0.201042166564712	0.00206833130579079
6293	0.653043311555573	0.119419859867851	0.00116893932054204	0.22108403290759	0.00528385634844338
6294	0.746103534503509	0.0937577181733807	0.0012217175188641	0.156265192491411	0.00265183731283533
6317	0.682761233737078	0.0838362381671413	0.00177794550422666	0.228210565060811	0.00341401753074281
6318	0.707863893114775	0.0920241832369605	0.00111324507273303	0.194840369246418	0.00415830932911343
6320	0.680096261148067	0.134746692062249	0.00155789713635802	0.180658951475779	0.002940198177547
6322	0.728692768051529	0.075556307407703	0.00322703279128887	0.189274190062219	0.00324970168725994
6323	0.70401070041544	0.0719976632313658	0.00162405758596804	0.219797107462501	0.00257047130472527
6324	0.752318195762697	0.0770883912842672	0.000400642216604436	0.167525222252152	0.00266754848427955
6325	0.720664823292612	0.07706523343779	0.000781057918737089	0.199214835114586	0.00227405023627468
6326	0.707572687173382	0.089921138564938	0.00202375838740108	0.196496303961559	0.00398611191271963
6327	0.711406295445645	0.0667463038770496	0.00127628439474886	0.21823425309673	0.0023368631858264
6328	0.671412808522811	0.0897561509161201	0.00113575828901194	0.234492761908369	0.00320252036368748
6329	0.636126014955113	0.0868479745523193	0.00160851363665698	0.271211903455536	0.00420559340037447
6330	0.715927177755335	0.0745697536602461	0.0010360501464613	0.204071102771917	0.00439591566604061
6332	0.691551725639241	0.0562392792068984	0.00101678193867268	0.249100061793651	0.00209215142153686
6333	0.723275965212214	0.07016350830287	0.00103251335700927	0.202924096568371	0.00260391655953593
6334	0.671946965329846	0.0864768498815248	0.000687546602437976	0.237320793982526	0.00356784420366567
6335	0.760863836916205	0.0784721824690872	0.00123459968511929	0.157566647566828	0.00186273336276
6340	0.754381173358157	0.0927233755520283	0.000734727440606516	0.150283139391901	0.00187758425730726
6341	0.70841299943603	0.0692780043649412	0.000573215673896532	0.219411489874958	0.0023242906501742
6342	0.739896606363793	0.0763444507462454	0.000640697384196323	0.18068083765426	0.00243740785150519
6343	0.820191625584753	0.0677326483605671	0.00140046286799416	0.108574758674766	0.00210050451191934
6344	0.696882143352245	0.0830638728928951	0.000826379301333257	0.216392456589958	0.00283514786356836
6345	0.687103225570913	0.0852994054112326	0.000673534989450246	0.222123608410094	0.00480022561831011
6346	0.806092817512935	0.0650810521978749	0.00134473497402262	0.124264718892777	0.00321667642239051
6347	0.667040901423288	0.0676121873038697	0.00132305817485343	0.26002695750722	0.00399689559076898
6348	0.756042619231553	0.117272389609958	0.00256501733248797	0.121962706105366	0.0021572677206347
6349	0.74154853745498	0.0709176604168623	0.000730479418270528	0.184092445118402	0.00271087759148559
6351	0.742537546051969	0.128360673669949	0.00160843526290837	0.124596851194923	0.00289649382025041
6355	0.770079247308391	0.0644188353663506	0.000568756915659575	0.162794575680572	0.00213858472902694
6356	0.743513566298916	0.0584489309258346	0.000710942713745311	0.19438560749909	0.00294095256241422
6357	0.734783241794572	0.069164256491572	0.00101045814201938	0.193618343950941	0.00142369962089592
6359	0.772178582356836	0.0561602526991665	0.000702530480464594	0.16919347873854	0.00176515572499276
6370	0.706463865666804	0.101161730220827	0.00177416689985183	0.187526411391419	0.00307382582109873
6371	0.57625066066494	0.287260368348173	0.000646486536148662	0.132071370150237	0.00377111430050145
6375	0.682567439656495	0.0700332724673932	0.000909384302100667	0.242958465110363	0.00353143846364759
6376	0.785334201229342	0.0400485340945538	0.00104971090028928	0.171019005099756	0.00254854867605879
6378	0.690752423119415	0.0629428524465693	0.00225897601190607	0.241348692995927	0.00269705542618269
6380	0.698577376746107	0.0610912785137575	0.00122284698203066	0.234801439363598	0.00430705839450717
6381	0.701494932041816	0.0691938663784959	0.00138326803309537	0.22394395871651	0.00398397483008253
6382	0.727182398467101	0.0581518194534567	0.00108795742493416	0.210036623582004	0.00354120107250391
6383	0.717095911490346	0.144051197938658	0.000751070148071633	0.134926929473041	0.00317489094988341
6385	0.680944129361794	0.0584378818611097	0.00231883800402444	0.254862537344435	0.00343661342863684
6386	0.574731642800245	0.318849526008335	0.00122568858686432	0.101154617404819	0.0040385251997368
6387	0.642364126806599	0.13079574589777	0.00227336501596244	0.221762046386805	0.00280471589286436
6388	0.529710409182215	0.328504668170007	0.00124378563632096	0.134039088228912	0.00650204878254543
6389	0.757761695071743	0.0507890390890364	0.000872526391275257	0.189470318387702	0.00110642106024291
6411	0.614138471593895	0.219753728534836	0.00143794628403121	0.159293192123181	0.00537666146405658
6412	0.730882745327579	0.11716911610914	0.00114038348869499	0.147983028108094	0.00282472696649136
6415	0.703679033777584	0.0984710216828161	0.00153347975725763	0.193063019706444	0.00325344507589851
6416	0.685988042337935	0.159810945294641	0.00126972321335125	0.148087391564679	0.00484389758939398
6417	0.628869735505402	0.106974823476569	0.00249315503565451	0.257549753791924	0.00411253219045093
6418	0.875163040316313	0.0499013126794255	0.00102924202438125	0.0732570406748497	0.000649364305030439
6419	0.753541700976008	0.0606908758684218	0.000826019142179777	0.183258188863668	0.00168321514972222
6420	0.885632966040033	0.0488433327385513	0.00271017167753176	0.0603717043470884	0.00244182519679545
6421	0.624936996676445	0.260465542748812	0.000928306344130343	0.110411381585722	0.00325777264489034
6423	0.66138767559179	0.0754839974456586	0.00203445807296715	0.258494076682531	0.00259979220705301
6425	0.696624867251569	0.062673878815604	0.00150226052406769	0.237307750785695	0.00189124262306445
6427	0.72736209770397	0.0743278615406634	0.0014218848953849	0.194304437705542	0.00258371815443959
6428	0.692373886623619	0.150409484078755	0.00115607783909969	0.153299097734962	0.00276145372356436
6429	0.70299902335144	0.0712319409251485	0.000983747626137241	0.221844083176533	0.00294120492074081
6430	0.651409416539597	0.159152056262097	0.00174410606492583	0.183552300449945	0.00414212068343499
6453	0.773180299225446	0.0549027602956072	0.00128260253382369	0.168732471218128	0.00190186672699532
6456	0.656030666911202	0.0827702301629286	0.00227488042108315	0.254005696546723	0.00491852595806391
6457	0.651832977763391	0.0755707998961681	0.00181427543295979	0.268205670595814	0.00257627631166714
