feature	Acetate	Butyrate	Caproate	Propionate	Valerate
6427	-0.459254344896968	-3.74995308840527	-9.45797960421861	-2.36360924397611	-8.59633558280729
6428	-0.530376781432147	-2.73303255578406	-9.75654574642342	-2.70557888906567	-8.50035633373097
6429	-0.508405409866952	-3.81133188845333	-9.9894241302652	-2.17238201946511	-8.40937698094123
6430	-0.618363519923599	-2.65152229801428	-9.16329650676651	-2.44573689912639	-7.91541469661386
6453	-0.371123217001753	-4.18697750566855	-9.60671012227921	-2.5671904593917	-9.03836813154432
6456	-0.608164838021748	-3.59474422058935	-8.77999357251313	-1.97706724242713	-7.66755826820747
6457	-0.617425751629278	-3.7260272963697	-9.10639079042699	-1.89858835483373	-8.60049695048984
6458	-0.557602223419055	-4.353086149842	-9.23017093714167	-1.9050452360183	-8.39787575876188
6459	-0.409268872843254	-5.02489747260452	-9.30503635853682	-2.2283886980006	-9.58509775418798
6460	-0.485779609387561	-3.73935232505248	-8.77941378042676	-2.27872058273356	-8.55616120889814
6461	-0.580896474592636	-3.92075032209145	-8.7182673552283	-1.94896255210568	-7.94937198891682
6462	-0.566744703906133	-3.73133869132871	-8.47763946835491	-2.03302569755218	-8.69012992539943
6463	-0.38443874126809	-4.30471906673967	-9.67456816289833	-2.47023048737473	-9.25468554143696
6465	-0.466963769924867	-3.58304363608828	-9.69671138862099	-2.4017499880813	-8.57060049789369
6466	-0.367068682351978	-4.07747780524954	-9.10881914861782	-2.64078496599444	-8.26115784538315
6467	-0.71129437418462	-2.62192620751704	-8.51327563764926	-2.1890050971447	-7.72152219638804
6468	-0.475895261133294	-3.56039843710693	-9.19534750449054	-2.38688657277867	-8.23685146468804
6470	-0.39937803234433	-4.09673834256435	-9.28174720162999	-2.47410672458452	-9.13095709408368
