MouseID	Batch	Promethion_Position	StartDate	StartTime	EndTime	Cycle_Hrs	Day	Cycle	Age_months	Genotype	ID_code	InitMass_g	BP_kPa	TempC	RH_pct	Avg_EE	Tot_EE	Avg_VO2	Avg_VCO2	Avg_RER	Avg_VH2O	R_EE_30	R_RER_30	QR_EE_30	QR_RER_30	Rdur_hrs	A_EE_15	A_RER_15	QA_EE_15	QA_RER_15	Adur_hrs	AccessA_pct	UptakeA_g	UptakeA_N	UptakeA_Sum	UptakeA_min	InterUptakeA_min	UptakeWA_g	UptakeWA_N	UptakeWA_Sum	UptakeWA_min	InterUptakeWA_min	BodyMass_g	BodyMass_SD	YBreaks	XBreaks	ZBreaks	AllMeters	PedMeters	PedSpeed	Walk_pct	Still_pct	Sleep_pct	Sleep_hrs
6297	fB3	4	2020-08-20	18:03:45	06:03:51	12	3	0	.	.	.	.	95.72604	.	.	0.457065	5.48554	1.533608	1.422967	0.9255697	0.1483766	0.3161976	0.9123513	0.4640887	0.8749354	0.5	0.6715235	0.9860383	0.6215547	0.9518787	0.25	0.9255697	0.1724999	42	7.244996	1.883333	14.7874	0.1424898	19	2.707306	1.842983	35.86018	34.22226	0.3910561	9065	8190	11195	54.99786	40.16028	0.02535756	9.202213	79.91992	75.56646	9.069305
6307	fB3	2	2020-08-20	18:03:45	06:03:51	12	3	0	.	.	.	.	95.72604	.	.	0.5239124	6.287866	1.74834	1.665158	0.9435487	0.2250301	0.346466	0.8553079	0.4715441	0.9633229	0.5	0.7026892	1.008869	0.6736605	1.009716	0.25	0.9435487	0.133075	55	7.319125	2.746364	10.17932	0.03982044	55	2.190124	0.78	12.48549	0	0	17616	15440	9896	83.30432	51.70361	0.02326666	12.09989	74.54116	73.94172	8.874166
6299	fB3	15	2020-08-20	18:03:45	06:03:51	12	3	0	.	.	.	.	95.72604	.	.	0.5232652	6.280101	1.766434	1.59093	0.894855	0.1782177	0.3712779	0.8985773	0.3925204	0.8887869	0.5	0.6624895	0.967052	0.6225849	0.9405755	0.25	0.894855	0.260331	57	14.83887	2.461696	7.86875	0.05063386	47	2.379791	1.331915	11.24167	0	0	23015	10875	10008	178.9371	143.4736	0.02794777	24.32245	53.44736	39.74819	4.770278
6295	fB3	11	2020-08-20	18:03:45	06:03:51	12	3	0	.	.	.	.	95.72604	.	.	0.5119638	6.14421	1.719364	1.588353	0.924203	0.2181274	0.3658729	0.9747872	0.5044132	0.9475375	0.5	0.7059039	0.9478246	0.5981098	0.9347754	0.25	0.924203	0.0682769	37	2.526245	2.133333	15.38287	0.1025778	26	2.667023	0.926282	24.71533	0	0	8174	8370	13653	52.0575	34.80319	0.02016451	8.033421	76.09879	67.47055	8.097777
6306	fB3	9	2020-08-20	18:03:45	06:03:51	12	3	0	.	.	.	.	95.72604	27.25058	44.62656	0.5786186	6.944346	1.919762	1.878718	0.9748452	0.2453188	0.3689521	0.8347366	0.4074337	0.8914865	0.5	0.7775151	1.005903	0.6974894	1.00495	0.25	0.9748452	0.3681173	48	17.66963	3.939236	8.951418	0.1370951	24	3.290282	0.5694445	24.63261	32.86321	0.6294892	25063	15010	14747	176.8069	135.5941	0.03621453	20.8855	72.00454	71.29864	8.556945
6304	fB3	12	2020-08-20	18:03:45	06:03:51	12	3	0	.	.	.	.	95.72604	.	.	0.5482587	6.58006	1.83633	1.718505	0.9319618	0.2830963	0.385274	0.8232325	0.4482138	0.8953301	0.5	0.6903619	0.9396735	0.6041959	0.9639163	0.25	0.9319618	0.2114242	59	12.47403	3.24661	8.379598	0.08452186	49	4.141571	0.7676871	13.52188	0	0	18220	8598	12902	93.42984	61.88242	0.02326925	13.53716	57.07177	48.50603	5.821389
6315	fB3	3	2020-08-20	18:03:45	06:03:51	12	3	0	.	.	.	.	95.72604	.	.	0.5292116	6.351449	1.756397	1.716304	0.9759273	0.238329	0.3552639	1.02152	0.4018919	0.8865221	0.5	0.7579499	0.9936129	0.6963777	1.000078	0.25	0.9759273	0.1222266	57	6.966917	3.209649	7.682143	0.0942242	39	3.674744	0.9876068	15.35482	0	0	18374	12920	12678	100.9709	65.50101	0.02176858	15.84466	71.17134	70.55338	8.4675
6312	fB3	5	2020-08-20	18:03:45	06:03:51	12	3	0	.	.	.	.	95.72604	.	.	0.4639699	5.568361	1.540221	1.503454	0.9734513	0.1654276	0.3395037	0.9759042	0.4247162	0.9707395	0.5	0.684271	1.000966	0.5662546	0.9929063	0.25	0.9734513	0.05425677	35	1.898987	1.970476	17.10294	0.108737	21	2.283477	0.8722222	26.20167	0	0	12292	8777	5963	55.31708	36.05768	0.02313922	7.637651	74.68929	60.90448	7.309722
6303	fB3	1	2020-08-20	18:03:45	06:03:51	12	3	0	.	.	.	.	95.72604	27.07923	44.93185	0.4606651	5.528823	1.548138	1.425444	0.9195204	0.2288073	0.2970169	0.8694317	0.3648475	0.8601114	0.5	0.6055766	0.9131618	0.5259811	0.8935764	0.25	0.9195204	0.09011546	62	5.587158	1.74086	9.148907	0.04084015	68	2.77713	1.407353	8.529851	0	0	14512	14849	18882	176.9747	155.731	0.03060674	22.55653	62.98053	54.4148	6.530556
6310	fB3	7	2020-08-20	18:03:45	06:03:51	12	3	0	.	.	.	.	95.72604	.	.	0.4830058	5.796889	1.601681	1.571312	0.9804131	0.2023693	0.3577324	0.9138709	0.3726221	1.00089	0.5	0.6477018	0.9813857	0.5586345	0.9853156	0.25	0.9804131	0.06428189	36	2.314148	2.043982	15.67952	0.05514441	36	1.985199	0.7791666	17.38238	0	0	12025	15538	4401	69.77917	43.89664	0.02441791	10.54922	66.39664	45.72176	5.487361
6308	fB3	10	2020-08-20	18:03:45	06:03:51	12	3	0	.	.	.	.	95.72604	.	.	0.507032	6.085184	1.694224	1.603615	0.9464888	0.1837099	0.376398	0.9653236	0.4948821	0.9432102	0.5	0.7940596	0.9432162	0.6583103	0.9608793	0.25	0.9464888	0.165094	40	6.60376	2.578333	12.62991	0.06812517	43	2.929383	1.596899	13.61389	0	0	21791	21244	4402	151.7844	110.0145	0.01983549	25.76434	78.25353	77.07317	9.25
6313	fB3	14	2020-08-20	18:03:45	06:03:51	12	3	0	.	.	.	.	95.72604	.	.	0.5356383	6.428625	1.802517	1.648813	0.9122666	0.2115382	0.3439706	0.9582479	0.3951323	0.775556	0.5	0.7308934	0.9386563	0.6696151	0.9414536	0.25	0.9122666	0.08521754	49	4.17566	2.158163	11.59271	0.07610999	36	2.73996	1.458333	17.08238	0	0	8840	7909	11308	67.07883	49.15652	0.02597462	8.818015	80.45456	79.62136	9.555833
6300	fB3	16	2020-08-20	18:03:45	06:03:51	12	3	0	.	.	.	.	95.72604	.	.	0.6466259	7.760642	2.144843	2.10151	0.9764581	0.2700434	0.4295277	0.9566737	0.4671941	0.9609879	0.5	0.8269872	0.9990141	0.7084718	0.9798685	0.25	0.9764581	0.3135157	46	14.42172	3.700725	8.028519	0.09022176	44	3.969758	1.009091	11.43023	41.35485	0.5191536	26096	21253	6134	241.6713	198.1764	0.02239664	36.80191	42.03717	30.92555	3.711389
6391	fB4	1	2021-05-16	18:00:31	06:00:35	12	3	0	.	.	.	.	94.94398	27.43879	35.28563	0.4489094	5.387378	1.49987	1.420283	0.9418579	0.2288931	0.2967572	0.9470342	0.3272054	0.9994714	0.5	0.7305858	0.9775337	0.5541232	0.9590732	0.25	0.9418579	0.1338148	51	6.824554	2.545425	10.19867	0.07425101	35	2.598785	0.7361905	14.55392	0	0	13028	8364	5369	79.76022	54.47562	0.02620049	12.01944	67.09409	55.07696	6.609861
6409	fB4	6	2021-05-16	18:00:31	06:00:35	12	3	0	.	.	.	.	94.94398	.	.	0.4793146	5.752396	1.602249	1.513665	0.9421288	0.198749	0.3349709	0.9189029	0.4321063	0.9354333	0.5	0.6132655	0.9577263	0.532711	0.9714472	0.25	0.9421288	0.03587884	45	1.614548	1.396296	10.84583	0.05788227	51	2.951996	0.8928105	9.492333	0	0	12776	7727	8125	105.277	85.66562	0.02633653	15.77827	73.13969	60.27775	7.233889
6405	fB4	8	2021-05-16	18:00:31	06:00:35	12	3	0	.	.	.	.	94.94398	.	.	0.4598672	5.518895	1.544773	1.42541	0.9220493	0.1949938	0.3210052	0.9430164	0.3902092	0.7840162	0.5	0.5944104	0.9653603	0.4929353	0.9494299	0.25	0.9220493	0.1640545	69	11.31976	2.079952	7.160784	0.04494436	57	2.561829	1.18655	10.03512	30.30282	0.5258609	13844	9420	8796	91.70728	67.58899	0.02654944	13.20681	62.25437	53.06099	6.367778
6399	fB4	5	2021-05-16	18:00:31	06:00:35	12	3	0	.	.	.	.	94.94398	.	.	0.4810306	5.772924	1.601655	1.541642	0.9596285	0.2279214	0.3273303	0.7855156	0.3274138	0.7861504	0.5	0.6102597	0.9753773	0.5304168	1.015445	0.25	0.9596285	0.1686091	59	9.947937	3.577119	4.942529	0.06858042	37	2.537476	0.6653153	12.7088	25.24424	0.9255391	21373	8020	13306	141.0038	114.722	0.04534905	15.42646	57.94931	52.65363	6.318889
6403	fB4	11	2021-05-16	18:00:31	06:00:35	12	3	0	.	.	.	.	94.94398	.	.	0.5321216	6.385949	1.785507	1.656429	0.9252354	0.2477164	0.3348335	0.7489958	0.3363246	0.7510303	0.5	0.7077842	0.9637383	0.5795522	0.9577746	0.25	0.9252354	0.09646074	86	8.295624	1.708721	6.011765	0.06056162	60	3.633697	1.223889	9.851695	0	0	21032	15926	8403	165.642	128.3371	0.03114007	22.39556	72.69992	71.07742	8.53
6402	fB4	13	2021-05-16	18:00:31	06:00:35	12	3	0	.	.	.	.	94.94398	.	.	0.4742406	5.691549	1.57592	1.531022	0.9711344	0.1953261	0.3473092	0.9944239	0.4186098	0.9671946	0.5	0.659139	0.9891754	0.5484664	0.9451537	0.25	0.9711344	0.07358793	41	3.017105	1.380894	11.07833	0.0652514	38	2.479553	1.205263	11.77027	0	0	11134	10953	6681	81.06763	60.6499	0.02646257	11.76484	72.99155	58.53258	7.024445
6408	fB4	14	2021-05-16	18:00:31	06:00:35	12	3	0	.	.	.	.	94.94398	.	.	0.5204627	6.246141	1.742234	1.634931	0.9360679	0.2394079	0.3996508	0.8677014	0.4076927	0.8523472	0.5	0.6533842	0.9711912	0.5380272	0.949111	0.25	0.9360679	0.02157288	40	0.8629152	0.8404167	14.3047	0.0604404	45	2.719818	0.76	12.7303	0	0	18440	25919	2247	119.6365	67.6972	0.02895883	18.02338	51.26953	25.67064	3.080694
6396	fB4	16	2021-05-16	18:00:31	06:00:35	12	3	0	.	.	.	.	94.94398	.	.	0.4820351	5.784984	1.612064	1.519685	0.9396353	0.2010811	0.3292423	0.8471356	0.3388475	0.9473546	0.5	0.6031858	0.9376824	0.5131188	0.955084	0.25	0.9396353	0.1236521	54	6.677214	2.459568	7.390566	0.06078063	47	2.85669	0.8921986	10.52391	0	0	14788	8389	6973	110.4047	85.92023	0.02878275	17.99097	64.99712	51.84354	6.221667
6404	fB4	15	2021-05-16	18:00:31	06:00:35	12	3	0	.	.	.	.	94.94398	.	.	0.4891778	5.870724	1.640601	1.525636	0.9284444	0.2066505	0.3177517	0.9222949	0.3660117	0.8410701	0.5	0.6340503	0.9403446	0.5995003	0.9401885	0.25	0.9284444	0.226181	81	18.32066	2.64177	3.627917	0.04732865	52	2.46109	1.000321	8.851634	0	0	19484	15830	9983	129.3646	94.63062	0.0297015	16.76658	66.01782	64.06434	7.688334
6410	fB4	10	2021-05-16	18:00:31	06:00:35	12	3	0	.	.	.	.	94.94398	.	.	0.5357582	6.429778	1.779943	1.731055	0.9681189	0.2282951	0.3091085	0.7556894	0.3437842	0.9968898	0.5	0.7093337	0.9982601	0.5719764	0.9846717	0.25	0.9681189	0.1981697	64	12.68286	1.501562	8.234656	0.09573525	38	3.637939	1.551316	13.43108	0	0	13095	14658	5801	111.3125	80.85901	0.03049647	14.98669	59.62042	41.1943	4.943611
6400	fB4	9	2021-05-16	18:00:31	06:00:35	12	3	0	.	.	.	.	94.94398	27.36089	35.48459	0.4824449	5.789968	1.620775	1.494822	0.9166597	0.2090051	0.2995231	0.8675085	0.313984	0.7629685	0.5	0.7182314	0.9742942	0.5924612	0.9568656	0.25	0.9166597	0.1417674	70	9.923717	2.583095	4.527295	0.04995524	45	2.247986	0.8992593	13.27614	0	0	16510	9544	6988	124.6753	96.78131	0.03634068	14.12105	72.60502	71.25101	8.550834
6395	fB4	12	2021-05-16	18:00:31	06:00:35	12	3	0	.	.	.	.	94.94398	.	.	0.5080619	6.097258	1.701322	1.593841	0.9316405	0.2392616	0.3349838	0.9753371	0.412079	0.8348251	0.5	0.7254558	0.9853357	0.6301717	0.9801465	0.25	0.9316405	0.08612823	44	3.789642	2.068182	12.56628	0.05714874	40	2.28595	0.8945833	15.29872	0	0	9574	6838	0	76.81689	58.73526	0.02682481	11.30193	75.10936	65.95996	7.915833
6397	fB4	2	2021-05-16	18:00:31	06:00:35	12	3	0	.	.	.	.	94.94398	.	.	0.5270354	6.324987	1.747749	1.714326	0.9805318	0.2695748	0.3187634	0.9698421	0.4148148	0.9400095	0.5	0.7108213	1.004068	0.6502	0.9847846	0.25	0.9805318	0.3223521	85	27.39993	2.684902	4.745437	0.05265528	49	2.580109	0.8537415	9.812153	0	0	20978	9140	12627	131.2499	97.75073	0.03092317	15.56301	65.05497	63.28897	7.595278
6398	fB4	7	2021-05-16	18:00:31	06:00:35	12	3	0	.	.	.	.	94.94398	.	.	0.480319	5.764342	1.604968	1.519112	0.945008	0.2021239	0.3119301	0.9621424	0.3399129	1.003073	0.5	0.6761752	0.9838301	0.5873902	0.9998593	0.25	0.945008	0.2232216	61	13.61652	2.195902	7.621111	0.06867142	40	2.746857	1.137917	13.90769	0	0	16914	13610	7971	124.832	93.95139	0.02552188	18.56035	58.05346	42.83763	5.141111
6406	fB4	3	2021-05-16	18:00:31	06:00:35	12	3	0	.	.	.	.	94.94398	.	.	0.4205255	5.046712	1.405033	1.330493	0.9452148	0.1999511	0.2811098	0.8940431	0.3530502	0.8875165	0.5	0.5592939	0.9556165	0.4857838	0.9717355	0.25	0.9452148	0.06373386	58	3.696564	1.801437	10.7655	0.04661633	42	1.957886	0.8805556	16.43089	0	0	11925	8294	9790	87.65802	68.80417	0.03111128	11.54496	71.2649	59.78243	7.174722
6392	fB4	4	2021-05-16	18:00:31	06:00:35	12	3	0	.	.	.	.	94.94398	.	.	0.4422022	5.306942	1.480394	1.388611	0.9314497	0.2386554	0.335942	0.7720668	0.3512851	0.7904203	0.5	0.557947	0.9737045	0.4952241	0.9711769	0.25	0.9314497	0.1148283	57	6.545213	2.791228	5.361905	0.03746216	25	0.936554	0.8286667	20.80556	0	0	21496	15006	9245	135.3654	99.67773	0.02818222	23.2612	75.81993	74.97512	8.997778
6443	fB5	16	2021-08-18	18:00:50	06:00:55	12	3	0	.	.	.	.	96.15125	.	.	0.5448933	6.539507	1.809532	1.763284	0.9724116	0.2433669	0.3845199	0.946514	0.4840585	0.9884753	0.5	0.6995314	0.993451	0.6241179	0.9805086	0.25	0.9724116	0.06184184	30	1.855255	4.134445	14.44943	0.05851716	51	2.984375	0.7071896	10.757	0	0	19710	19572	6241	139.0329	98.77014	0.0249587	23.83928	78.85247	78.19979	9.385139
6441	fB5	9	2021-08-18	18:00:50	06:00:55	12	3	0	.	.	.	.	96.15125	27.00284	41.13483	0.5105242	6.126993	1.707004	1.6107	0.940469	0.2488569	0.338076	0.9415637	0.4106705	0.91878	0.5	0.6393235	0.9394024	0.5656233	0.9578004	0.25	0.940469	0.1262115	63	7.951324	3.270635	5.648118	0.06984024	40	2.79361	1.015	13.66453	0	0	17263	8183	12709	124.1146	93.78235	0.02736661	18.3169	67.66884	67.10873	8.053889
6438	fB5	13	2021-08-18	18:00:50	06:00:55	12	3	0	.	.	.	.	96.15125	.	.	0.4749004	5.699445	1.566499	1.574533	1.007215	0.1927291	0.3630219	1.019826	0.5414289	0.9585876	0.5	0.6865216	0.9982131	0.540318	1.023529	0.25	1.007215	0.006602817	18	0.1188507	0.9092593	36.26471	0.1013193	32	3.242218	1.007292	16.20968	0	0	7281	12430	2012	67.31174	50.16025	0.02470235	10.0611	94.4267	93.97537	11.27833
6439	fB5	10	2021-08-18	18:00:50	06:00:55	12	3	0	.	.	.	.	96.15125	.	.	0.5145223	6.174977	1.729001	1.592565	0.9179987	0.2291245	0.3390512	0.9420958	0.438622	0.8337346	0.5	0.7333964	0.9630657	0.618224	0.9422019	0.25	0.9179987	0.2138598	39	8.340532	3.320513	8.913157	0.1464335	24	3.514404	1.078472	26.0413	0	0	19566	15860	4458	122.066	81.99716	0.02540888	21.12669	78.49141	77.94519	9.354584
6433	fB5	4	2021-08-18	18:00:50	06:00:55	12	3	0	.	.	.	.	96.15125	.	.	0.5150673	6.18152	1.723083	1.621866	0.9389873	0.231463	0.3581085	0.9651521	0.4151454	0.8672506	0.5	0.6644078	0.9897205	0.6070125	0.9860934	0.25	0.9389873	0.04462029	34	1.51709	2.045588	14.09495	0.08061702	41	3.305298	0.7642276	15.37875	0	0	14153	11848	8048	101.4702	78.08981	0.02419372	14.68778	86.68935	86.05981	10.32833
6442	fB5	1	2021-08-18	18:00:50	06:00:55	12	3	0	.	.	.	.	96.15125	26.92545	41.1805	0.4901944	5.883032	1.641288	1.53851	0.9376837	0.2245371	0.3357476	0.9186434	0.4035682	0.8638636	0.5	0.6525903	0.8521507	0.5781925	0.9811069	0.25	0.9376837	0.0267751	45	1.20488	1.617778	10.39697	0.06164603	58	3.57547	0.9272988	8.917836	0	0	9802	9382	8311	87.28406	69.69043	0.02413958	13.08152	84.05545	83.6157	10.035
6435	fB5	8	2021-08-18	18:00:50	06:00:55	12	3	0	.	.	.	.	96.15125	.	.	0.4403795	5.285194	1.468494	1.403548	0.9557289	0.1795227	0.2824546	0.9785313	0.4196563	0.9243274	0.5	0.6426127	0.9577649	0.5352247	0.9637236	0.25	0.9557289	0.09246724	45	4.161026	2.29	10.30795	0.08935632	36	3.216827	1.449074	14.55762	0	0	12800	8769	6468	115.5215	94.72293	0.02939009	15.33352	80.88229	79.92871	9.5925
6448	fB5	6	2021-08-18	18:00:50	06:00:55	12	3	0	.	.	.	.	96.15125	.	.	0.4905702	5.887522	1.63684	1.56002	0.9507456	0.2153209	0.3419379	0.9380302	0.3776011	0.864725	0.5	0.7177801	0.9575997	0.6507959	0.9562837	0.25	0.9507456	0.08400451	47	3.948212	2.167021	12.17717	0.07353099	41	3.014771	1.548374	14.5775	0	0	12797	8112	5682	99.22565	77.39084	0.0232541	15.49785	80.82674	80.14396	9.618333
6436	fB5	12	2021-08-18	18:00:50	06:00:55	12	3	0	.	.	.	.	96.15125	.	.	0.5559962	6.672675	1.86794	1.72247	0.9183574	0.2750395	0.4069124	0.8824192	0.4666017	0.9142442	0.5	0.6952724	0.964364	0.6183643	0.8826161	0.25	0.9183574	0.1098864	66	7.252502	2.39697	6.817692	0.05942472	48	2.852386	0.8190972	11.89043	0	0	16991	19318	6751	143.4655	100.6474	0.02450009	23.05698	74.82757	73.67264	8.841666
6445	fB5	11	2021-08-18	18:00:50	06:00:55	12	3	0	.	.	.	.	96.15125	.	.	0.4296291	5.15616	1.436237	1.356487	0.9429696	0.2046573	0.3061313	0.9654173	0.419474	0.9447165	0.5	0.5849875	0.9799674	0.50727	0.9659989	0.25	0.9429696	0.196916	45	8.86122	3.011852	12.80909	0.08210402	26	2.134705	0.9275641	27.46733	0	0	26580	7614	4859	211.9603	185.7606	0.05488649	21.45535	77.64199	77.23927	9.269861
6437	fB5	14	2021-08-18	18:00:50	06:00:55	12	3	0	.	.	.	.	96.15125	.	.	0.5801693	6.962908	1.938528	1.835217	0.9479656	0.3035146	0.3655266	0.931375	0.4635634	0.7884727	0.5	0.7350709	0.9629754	0.7018505	0.9693082	0.25	0.9479656	0.09484337	58	5.500916	3.231322	7.463158	0.09406222	52	4.891235	1.070513	11.2964	0	0	16030	9792	11518	92.87912	62.30048	0.02496378	13.86844	69.34222	68.40022	8.208889
6434	fB5	15	2021-08-18	18:00:50	06:00:55	12	3	0	.	.	.	.	96.15125	.	.	0.4563546	5.476982	1.528065	1.432011	0.9350847	0.1908362	0.342255	0.9296666	0.4633384	0.8113202	0.5	0.6312291	0.97282	0.5667055	0.9569264	0.25	0.9350847	0.239948	30	7.19844	3.851667	16.8931	0.04981573	47	2.341339	0.5223404	12.94674	0	0	12182	15136	2889	75.30615	47.82178	0.02553974	11.40351	81.01653	80.22034	9.6275
6432	fB5	2	2021-08-18	18:00:50	06:00:55	12	3	0	.	.	.	.	96.15125	.	.	0.4593419	5.51281	1.554746	1.381958	0.8839172	0.1704095	0.356008	0.7778447	0.3847519	0.822082	0.5	0.6010515	0.9390898	0.5597047	0.9256926	0.25	0.8839172	0.2029905	38	7.713639	2.889474	10.83108	0.06326294	28	1.771362	1.243452	17.36481	0	0	10790	6388	4904	66.09946	47.54605	0.02947541	8.994122	81.25955	80.65546	9.679722
6446	fB5	3	2021-08-18	18:00:50	06:00:55	12	3	0	.	.	.	.	96.15125	.	.	0.5300376	6.361162	1.755997	1.730177	0.9822816	0.2213311	0.3592065	0.9071475	0.5257492	1.006157	0.5	0.6897338	0.9898664	0.6519094	0.9923627	0.25	0.9822816	0.1033588	51	5.271299	3.370588	10.433	0.08906972	33	2.939301	0.6444445	12.98438	0	0	17338	13562	8347	120.3299	80.68652	0.02144396	19.96482	74.08926	73.27917	8.794444
6444	fB5	5	2021-08-18	18:00:50	06:00:55	12	3	0	.	.	.	.	96.15125	.	.	0.4979773	5.976388	1.657249	1.59892	0.9621105	0.2634332	0.3694141	0.8696175	0.4911451	1.004045	0.5	0.6835555	1.013613	0.5564857	1.006171	0.25	0.9621105	0.1737489	46	7.992449	3.375362	11.83185	0.1149965	29	3.334898	0.6752874	23.41012	0	0	14301	8965	5987	96.28796	72.55362	0.02865007	11.9289	76.14452	75.47331	9.057777
6450	fB5	7	2021-08-18	18:00:50	06:00:55	12	3	0	.	.	.	.	96.15125	.	.	0.4392122	5.271288	1.436496	1.499974	1.048029	0.2133887	0.308464	1.086055	0.4242446	1.012708	0.5	0.6263835	1.02495	0.4897513	1.035636	0.25	1.048029	0.009267171	3	0.02780151	0.6166667	110.3417	0.09553833	20	1.910767	0.6391667	32.77193	0	0	11493	19502	677	91.31006	58.0672	0.02262468	15.32426	97.94704	97.88687	11.74778
6490	fB6	3	2021-08-31	18:02:50	06:02:55	12	3	0	.	.	.	.	96.80707	.	.	0.4728358	5.674627	1.594092	1.445098	0.8986418	0.2183892	0.3405649	0.8950822	0.4097525	0.8221647	0.5	0.6815688	0.9527959	0.5594077	0.9466685	0.25	0.8986418	0.1196235	51	6.100798	2.973856	10.708	0.06600321	29	1.914093	0.7770115	23.21131	0	0	16631	8077	5790	85.95987	58.97733	0.02624633	12.04231	76.83424	75.63301	9.077084
6489	fB6	7	2021-08-31	18:02:50	06:02:55	12	3	0	.	.	.	.	96.80707	.	.	0.5175402	6.211265	1.730843	1.631482	0.9375114	0.3205529	0.3412208	0.9164667	0.3590177	0.7864565	0.5	0.6485572	0.9693499	0.6274242	0.974891	0.25	0.9375114	0.07015008	73	5.120955	2.044064	7.181018	0.0643279	58	3.731018	0.5758621	10.99795	0	0	22769	11897	5576	125.1003	88.14648	0.02482649	18.69648	76.05194	74.74194	8.970139
6472	fB6	8	2021-08-31	18:02:50	06:02:55	12	3	0	.	.	.	.	96.80707	.	.	0.5653614	6.785135	1.887308	1.794584	0.9458325	0.2534341	0.4148178	0.7651836	0.4297515	0.821934	0.5	0.7490003	0.9829978	0.6612252	0.9992698	0.25	0.9458325	0.2623168	62	16.26364	2.895968	7.415847	0.1480837	27	3.99826	1.176543	22.4359	0	0	13536	6982	4682	66.36063	45.13797	0.02030751	10.51243	71.62663	70.70083	8.485
6471	fB6	1	2021-08-31	18:02:50	06:02:55	12	3	0	.	.	.	.	96.80707	27.03825	40.45179	0.4890149	5.868929	1.639597	1.526759	0.9291778	0.2495596	0.3516588	0.9369584	0.3683801	0.8179671	0.5	0.6405051	0.8895401	0.5696228	0.9730395	0.25	0.9291778	0.09350349	58	5.423203	2.236782	6.846199	0.05154125	52	2.680145	1.148718	10.6549	34.47476	0.5425848	21286	8436	14122	136.5526	116.1179	0.03528841	19.93705	68.39791	60.60501	7.273334
6484	fB6	9	2021-08-31	18:02:50	06:02:55	12	3	0	.	.	.	.	96.80707	27.11036	40.59558	0.5370478	6.445313	1.796878	1.690145	0.9390581	0.3070151	0.3604678	0.9835166	0.389778	0.8198559	0.5	0.6877138	0.9666174	0.6340417	0.9702995	0.25	0.9390581	0.09090649	71	6.454361	2.457277	6.144286	0.08284887	48	3.976746	0.5378472	12.78156	0	0	14441	8234	6309	89.75366	65.24255	0.03040495	11.80623	73.50137	72.54085	8.705833
6478	fB6	11	2021-08-31	18:02:50	06:02:55	12	3	0	.	.	.	.	96.80707	.	.	0.5390034	6.468898	1.806776	1.684344	0.929257	0.2652475	0.3591701	0.812238	0.3591701	0.812238	0.5	0.7176293	0.9623899	0.5749687	0.9323387	0.25	0.929257	0.09496883	73	6.932725	2.177854	6.878935	0.04017878	64	2.571442	1.520052	8.953439	30.14945	0.2189688	16824	11676	10142	154.8813	126.2519	0.03152359	20.64065	54.12674	45.14188	5.4175
6476	fB6	14	2021-08-31	18:02:50	06:02:55	12	3	0	.	.	.	.	96.80707	.	.	0.4337857	5.206043	1.446537	1.382421	0.9534613	0.2155676	0.2975942	0.9537088	0.4267452	0.9727356	0.5	0.6126167	0.9560619	0.5523995	0.9751052	0.25	0.9534613	0.1356228	28	3.797438	4.544048	16.44691	0.06520844	40	2.608338	1.250417	13.36923	0	0	11114	5590	5438	70.37305	48.60342	0.02579528	9.419988	76.8782	76.56112	9.188334
6483	fB6	15	2021-08-31	18:02:50	06:02:55	12	3	0	.	.	.	.	96.80707	.	.	0.5397983	6.478399	1.797621	1.728945	0.9620731	0.2745103	0.3114996	0.9716214	0.4736214	0.9328532	0.5	0.7906579	0.9751155	0.6093857	0.958029	0.25	0.9620731	0.08743453	73	6.382721	3.001142	6.268981	0.05962699	70	4.173889	0.8219048	8.950725	30.84327	0.72456	17262	10574	11172	125.5673	93.00195	0.0243178	16.36578	63.51664	62.6788	7.522222
6486	fB6	4	2021-08-31	18:02:50	06:02:55	12	3	0	.	.	.	.	96.80707	.	.	0.5132555	6.159805	1.723115	1.59445	0.9147381	0.2252476	0.3456945	0.7972111	0.4333984	0.8592492	0.5	0.6861467	0.9790761	0.6738041	0.9676429	0.25	0.9147381	0.206517	47	9.706299	5.176241	7.455797	0.07140741	41	2.927704	0.7833334	13.73292	30.60316	0.4669629	15363	6191	7367	80.45862	55.45602	0.02538709	11.63033	63.31297	62.52372	7.503611
6473	fB6	2	2021-08-31	18:02:50	06:02:55	12	3	0	.	.	.	.	96.80707	.	.	0.5375202	6.451038	1.796946	1.697022	0.9357296	0.2768073	0.369998	0.8258502	0.4029829	0.8779915	0.5	0.7485906	1.008526	0.686856	0.9940092	0.25	0.9357296	0.1518616	47	7.137495	4.113475	5.156884	0.1097929	26	2.854615	0.751282	16.31067	0	0	21347	11712	3928	99.43054	60.06223	0.02522323	16.02324	71.56182	70.89062	8.507778
6485	fB6	6	2021-08-31	18:02:50	06:02:55	12	3	0	.	.	.	.	96.80707	.	.	0.5841511	7.010723	1.9481	1.86111	0.9527864	0.2865126	0.3633455	0.9409053	0.4484183	0.9611549	0.5	0.8540489	0.9729705	0.7271036	0.9837196	0.25	0.9527864	0.2183947	67	14.63244	3.044527	6.980303	0.0572491	65	3.721191	0.7374359	9.528385	0	0	18902	8901	7294	130.2382	102.105	0.02823667	20.02037	57.12633	48.33125	5.800278
