MouseID	Promethion_Position	Batch	DateTime	VO2_M	VCO2_M	VH2O_M	kcal_hr_M	RER_M	VOC_M	H2_M	FoodInA_M	WaterInA_M	BodyMass_Mnz	PedSpeed_Mnz	PedMeters_M	PedMeters_R	AllMeters_M	AllMeters_R	XBreak_R	YBreak_R	ZBreak_R	EnviroTemp_M	EnviroRH_M	EnviroBP_M	EnviroLightlux_M	EnviroOccupancy_M	EnviroSound_M	Still_pct_M	Sleep_pct_M
6178	11	mB1	2020-07-05 07:33:20	-0.006877352	-0.001296352	-0.009204964	-0.001712245	0.2477302	1.605882	0.1578488	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.	.	.	100	100
6178	11	mB1	2020-07-05 08:33:20	0.06775384	0.0357124	0.004538886	0.01839095	-0.03020157	9.367644	-9.956798	0	0.02061104	0	0.0212325	0.06874544	3.067469	0.07345194	3.291656	177	217	82	.	.	.	.	.	.	95.33334	95.25
6178	11	mB1	2020-07-05 09:33:20	2.328373	1.975599	0.3689192	0.6816677	0.8498435	677.0122	281.8452	0.693469	0.5778003	0	0.01595825	22.03205	31.92217	25.43075	37.81815	3171	3253	1499	.	.	.	.	.	.	21.88889	4.583333
6178	11	mB1	2020-07-05 10:33:20	2.308681	1.960418	0.4664202	0.6760041	0.8490032	508.3366	142.6107	1.267595	0.7683583	0	0.01349753	46.58728	20.75321	55.4637	25.65717	2459	2700	1047	.	.	.	.	.	.	32.19444	12.22222
6178	11	mB1	2020-07-05 11:33:20	1.680165	1.371229	0.3923813	0.4882866	0.8095735	364.8251	78.67695	1.486103	0.9096373	0	0.006196151	58.22394	2.885578	70.93985	4.858963	984	520	25	.	.	.	.	.	.	77.61111	72.36111
6178	11	mB1	2020-07-05 12:33:20	1.4889	1.137954	0.2949632	0.42758	0.7629933	297.9662	71.60605	1.486591	0.9096373	0	0.004032938	58.73633	0.1450005	71.83423	0.2850037	180	10	0	.	.	.	.	.	.	98.19444	96.36111
6178	11	mB1	2020-07-05 13:33:20	1.600632	1.287434	0.2465117	0.4639195	0.7989871	314.1782	75.68202	1.494709	0.9311247	0	0.008258585	59.82532	4.721233	73.48552	7.156235	1196	704	66	.	.	.	.	.	.	70.27778	61.05556
6178	11	mB1	2020-07-05 14:33:20	1.437747	1.146204	0.2106271	0.4160318	0.7964236	256.4035	62.43937	1.52679	1.118987	0	0.005694911	63.82295	0.4155922	79.64461	0.6907578	172	39	0	.	.	.	.	.	.	96.38889	94.55556
6178	11	mB1	2020-07-05 15:33:20	1.542217	1.244642	0.1767297	0.447267	0.8036104	225.5456	54.74799	1.52679	1.118987	0	0.007022463	64.88939	3.629677	81.31982	5.932556	1380	543	39	.	.	.	.	.	.	72.30556	55.66667
6178	11	mB1	2020-07-05 16:33:20	1.346292	1.19888	0.1542769	0.3979019	0.8902357	240.1373	63.96387	1.52679	1.118987	0	0.006029204	67.6527	0.742157	85.84837	1.105598	204	78	0	.	.	.	.	.	.	95.22222	92.47222
6178	11	mB1	2020-07-05 17:33:20	1.76405	1.496104	0.1897804	0.5164087	0.8469197	277.1334	89.63775	1.577644	1.253197	0	0.01195977	79.20222	17.10852	100.4377	21.60631	2076	1629	352	.	.	.	.	.	.	40.27778	27.44444
6178	11	mB1	2020-07-05 18:33:20	1.743938	1.494284	0.18764	0.5115324	0.8558003	260.7632	64.46288	1.60468	1.296345	0	0.01175967	88.66773	7.310585	112.5471	9.433151	1222	1075	241	.	.	.	.	.	.	68.08334	52.83333
6178	11	mB1	2020-07-05 19:33:20	2.323593	2.096281	0.2845426	0.6885461	0.9011711	363.2146	92.46697	1.904685	1.460443	0	0.0141626	103.9333	20.28838	131.3925	25.17196	2082	2474	900	.	.	.	.	.	.	22.69444	3.444444
6178	11	mB1	2020-07-05 20:33:20	1.534548	1.356977	0.2432918	0.4529083	0.8807454	391.2574	114.8714	2.079195	1.583912	0	0.007020983	113.6149	3.130211	144.1003	5.100311	924	559	68	.	.	.	.	.	.	77.30556	68.27778
6178	11	mB1	2020-07-05 21:33:20	1.868781	1.700191	0.2770383	0.5547167	0.9094639	487.4964	120.0901	2.371392	1.918967	0	0.01260638	122.2106	9.283928	156.0944	12.36571	1203	1418	538	.	.	.	.	.	.	54.88889	42.97222
6178	11	mB1	2020-07-05 22:33:20	1.848078	1.656278	0.2631147	0.546907	0.896193	523.3956	159.0097	2.508123	2.065214	0	0.009550546	127.2006	7.93235	163.4589	11.60713	1665	1524	297	.	.	.	.	.	.	50.25	37.86111
6178	11	mB1	2020-07-05 23:33:20	1.785076	1.641129	0.2659729	0.5310044	0.920015	740.1353	197.3185	2.78834	2.294868	0	0.01249884	138.362	6.508469	178.6823	8.600632	761	1162	237	.	.	.	.	.	.	69.63889	61.05556
6178	11	mB1	2020-07-06 00:33:20	2.240792	2.138294	0.2748874	0.6717549	0.9505445	833.6426	207.553	3.965699	2.671531	0	0.01306215	145.3577	11.77365	188.3122	15.43958	1380	2149	736	.	.	.	.	.	.	38.27778	19.88889
6178	11	mB1	2020-07-06 01:33:20	2.045439	1.915917	0.309964	0.6108047	0.9379237	898.9504	238.1682	4.942915	2.998479	0	0.01088542	156.0078	6.811127	202.2116	9.49472	1104	1495	216	.	.	.	.	.	.	60.52778	47.38889
6178	11	mB1	2020-07-06 02:33:20	1.32802	1.263616	0.2214928	0.3978772	0.9498401	693.9059	135.5529	5.133006	3.067126	0	0.004709943	158.6615	0.7251587	206.1622	1.721619	500	211	0	.	.	.	.	.	.	89.88889	83.02778
6178	11	mB1	2020-07-06 03:33:20	1.28781	1.147351	0.1808353	0.3806537	0.891353	486.939	107.9504	5.133006	3.067126	0	0.004220242	159.2696	0.3629303	207.5686	1.231293	402	192	0	.	.	.	.	.	.	92.38889	90.13889
6178	11	mB1	2020-07-06 04:33:20	1.550451	1.355165	0.2027536	0.4565483	0.8695074	481.9927	107.2022	5.133006	3.194219	0	0.006498485	161.3245	3.003601	211.6762	5.467148	1260	918	11	.	.	.	.	.	.	71.58334	54.16667
6178	11	mB1	2020-07-06 05:33:20	1.702733	1.481024	0.2234199	0.500909	0.8712014	546.8971	117.9928	5.20084	3.389052	0	0.01230602	168.2906	7.608566	221.6498	9.995605	1103	1064	454	.	.	.	.	.	.	69.47222	56.02778
6178	11	mB1	2020-07-06 06:33:20	1.416747	1.201245	0.160055	0.4147185	0.8437695	343.198	70.18948	5.234774	3.501368	0	0.01130441	171.095	6.077713	225.519	8.373611	980	922	87	.	.	.	.	.	.	72.75	57.88889
6178	11	mB1	2020-07-06 07:33:20	2.259348	2.035056	0.2382127	0.6692917	0.9007457	270.8629	53.41082	5.31736	3.744833	0	0.01375967	184.4376	16.10091	242.093	19.22073	1711	1848	931	.	.	.	.	.	.	55.77778	30.27778
6178	11	mB1	2020-07-06 08:33:20	1.931076	1.691558	0.2998894	0.5688739	0.8718569	486.5953	103.8718	5.506911	4.069994	0	0.009493234	200.5217	13.03363	262.7853	17.79472	1983	1882	220	.	.	.	.	.	.	39.38889	22.75
6178	11	mB1	2020-07-06 09:33:20	1.311919	1.028662	0.240832	0.3784783	0.7835712	314.2024	72.89803	5.541146	4.128769	0	0.005806393	205.8216	1.008362	270.2326	1.661713	408	137	0	.	.	.	.	.	.	92.38889	84.75
6178	11	mB1	2020-07-06 10:33:20	1.85351	1.593934	0.2529976	0.5440545	0.8558839	481.8146	115.4048	5.608962	4.215932	0	0.01214008	213.5501	14.09425	280.1343	17.64075	1776	1793	530	.	.	.	.	.	.	49.52778	30.86111
6178	11	mB1	2020-07-06 11:33:20	1.319143	1.073161	0.2091965	0.3831395	0.8150195	408.3608	104.4895	5.671844	4.243795	0	0.005455588	220.9001	1.116623	289.4073	1.617493	1002	190	0	.	.	.	.	.	.	93.19444	85.33334
6178	11	mB1	2020-07-06 12:33:20	1.349022	1.063119	0.1869559	0.3895384	0.784059	276.2857	69.57106	5.671844	4.243795	0	0.007557742	221.9711	1.056839	291.08	1.930115	784	298	4	.	.	.	.	.	.	90.36111	80.91666
6178	11	mB1	2020-07-06 13:33:20	1.381604	1.101482	0.1556823	0.3997884	0.7913862	253.8815	64.97932	5.671844	4.243795	0	0.006087802	223.3134	2.168793	293.43	3.909912	1087	617	0	.	.	.	.	.	.	79.13889	64.63889
6178	11	mB1	2020-07-06 14:33:20	1.406568	1.190814	0.1573531	0.4116194	0.8420454	245.8495	58.41753	5.671844	4.286699	0	0.00918062	227.1325	3.508133	299.8929	5.420166	1373	749	0	.	.	.	.	.	.	76.75	58.94444
6178	11	mB1	2020-07-06 15:33:20	1.346112	1.130037	0.1418444	0.3932909	0.8295875	227.0396	55.92878	5.67343	4.309412	0	0.01402904	230.6294	8.190262	304.9863	10.71457	1148	942	128	.	.	.	.	.	.	67.80556	44.72222
6178	11	mB1	2020-07-06 16:33:20	1.312328	1.074135	0.144124	0.3815925	0.8159985	260.624	71.474	5.676365	4.311236	0	0.01039913	237.3674	2.331833	313.814	3.900665	1096	471	28	.	.	.	.	.	.	80.88889	60.63889
6178	11	mB1	2020-07-06 17:33:20	1.372364	1.110308	0.1348252	0.3981892	0.8050597	228.8592	47.85861	5.676365	4.311236	0	0.00408292	239.03	0.7675934	316.8272	2.600159	1118	460	0	.	.	.	.	.	.	81.38889	67.83334
6178	11	mB1	2020-07-06 18:33:20	2.298172	1.970749	0.2183116	0.6742046	0.8564692	339.8038	77.94186	5.81778	4.418194	0	0.01366056	249.4427	17.87122	330.8907	22.00534	2386	2397	947	.	.	.	.	.	.	32.19444	8.138889
6178	11	mB1	2020-07-06 19:33:20	2.39066	2.161813	0.2960805	0.7087533	0.9040559	491.8043	118.2606	6.656861	4.805704	0	0.01278408	265.6992	15.39655	351.3777	19.86572	2114	2272	719	.	.	.	.	.	.	32.11111	12.13889
6178	11	mB1	2020-07-06 20:33:20	1.501099	1.379575	0.268662	0.4464985	0.9191613	419.6751	99.42632	6.986387	4.945163	0	0.004856814	273.3059	1.069733	361.6769	2.594696	1074	526	0	.	.	.	.	.	.	83.02778	70.69444
6178	11	mB1	2020-07-06 21:33:20	1.979187	1.852455	0.2525557	0.5909276	0.9358006	553.0192	133.8064	7.047622	5.006256	0	0.01172974	276.9822	9.722473	367.8684	13.37411	1808	1538	616	.	.	.	.	.	.	49.75	27.58333
6178	11	mB1	2020-07-06 22:33:20	2.425172	2.303067	0.3225348	0.7262877	0.9480232	1074.992	194.354	8.214048	5.483621	0	0.0130843	291.0832	14.17612	386.3719	17.92709	1840	2202	814	.	.	.	.	.	.	38.08333	20.30556
6178	11	mB1	2020-07-06 23:33:20	1.929114	1.815825	0.2922441	0.5766565	0.9376247	1306.71	341.6127	8.713852	5.690726	0	0.01308305	300.5418	9.814484	398.0798	12.22659	1504	1482	352	.	.	.	.	.	.	61.97222	42.66667
6178	11	mB1	2020-07-07 00:33:20	2.454093	2.289044	0.3326409	0.7321959	0.9321543	1279.375	351.9163	9.287288	5.940296	0	0.01393465	314.1683	15.33185	414.9524	18.98199	1772	2018	1481	.	.	.	.	.	.	36.11111	21.63889
6178	11	mB1	2020-07-07 01:33:20	2.392526	2.222879	0.3260044	0.7132469	0.9292595	1589.208	440.183	10.36749	6.315548	0	0.01687727	330.2694	16.09207	434.6026	19.07172	1408	1945	1851	.	.	.	.	.	.	49.63889	35.72222
6178	11	mB1	2020-07-07 02:33:20	1.469968	1.339245	0.2863442	0.4364609	0.911281	1069.005	202.8232	10.70714	6.535965	0	0.006423183	340.011	1.110962	446.6283	2.059814	537	272	76	.	.	.	.	.	.	89.69444	84.25
6178	11	mB1	2020-07-07 03:33:20	1.402029	1.260389	0.2228539	0.4151631	0.8967574	722.4843	129.1514	10.70714	6.535965	0	0.00455505	340.4391	0.6647644	447.5057	1.754822	738	367	0	.	.	.	.	.	.	87.52778	77.19444
6178	11	mB1	2020-07-07 04:33:20	1.902666	1.713912	0.2302125	0.5636396	0.8990209	713.549	155.3284	10.7952	6.651648	0	0.0172296	345.47	14.9285	455.1875	18.35236	1718	1849	374	.	.	.	.	.	.	51.25	32.08333
6178	11	mB1	2020-07-07 05:33:20	1.475498	1.36486	0.2285459	0.4394684	0.926232	745.2735	148.0463	11.21473	6.821221	0	0.00575337	356.4084	1.258667	468.1605	2.322266	886	459	0	.	.	.	.	.	.	87.16666	75.13889
6178	11	mB1	2020-07-07 06:33:20	1.207491	1.050887	0.1612306	0.3552601	0.8711572	321.8432	31.14193	11.21473	6.821221	0	0.005401958	357.4654	0.6826172	469.9829	1.194153	671	154	0	.	.	.	.	.	.	93.72222	81.47222
6178	11	mB1	2020-07-07 07:33:20	1.83263	1.634466	0.1580361	0.5418069	0.8848638	265.2325	20.71108	11.23829	6.899372	0	0.01366381	360.288	9.341522	474.3358	12.38257	1738	1963	270	.	.	.	.	.	.	57.33333	29.83333
6178	11	mB1	2020-07-07 08:33:20	1.870286	1.722872	0.2612524	0.5565775	0.9183816	415.4664	76.58344	11.40384	7.123331	0	0.01060116	370.4535	5.551178	487.6937	8.003967	1273	1064	541	.	.	.	.	.	.	67.86111	55.19444
6178	11	mB1	2020-07-07 09:33:20	1.351436	1.200243	0.2077788	0.3992087	0.8858849	355.2563	79.37484	11.43099	7.145604	0	0.009618162	373.1779	3.701599	491.8309	5.060822	1244	640	67	.	.	.	.	.	.	82.44444	73.58334
6178	11	mB1	2020-07-07 10:33:20	1.463791	1.326324	0.2163906	0.434143	0.9029451	584.542	123.195	11.43099	7.233066	0	0.01053091	379.1393	3.428009	500.1281	5.062164	697	629	34	.	.	.	.	.	.	80.22222	60.55556
6178	11	mB1	2020-07-07 11:33:20	1.210201	1.083365	0.1841491	0.3580562	0.8931708	384.5981	92.82857	11.43099	7.242742	0	0.005252414	379.9772	0.3622742	501.6996	0.9566956	334	79	0	.	.	.	.	.	.	92.22222	79.83334
6178	11	mB1	2020-07-07 12:33:20	1.55485	1.391082	0.1394128	0.459972	0.889192	287.4644	73.70462	11.43099	7.309033	0	0.00936045	382.9985	5.987213	506.6955	9.759277	1750	1169	29	.	.	.	.	.	.	60.47222	39.38889
6178	11	mB1	2020-07-07 13:33:20	1.289706	1.086195	0.121186	0.3770437	0.8418817	248.1276	58.37252	11.43099	7.379437	0	0.005631174	386.7161	1.218384	512.8336	2.277557	596	266	7	.	.	.	.	.	.	88.08334	75.22222
6178	11	mB1	2020-07-07 14:33:20	1.260006	1.032445	0.1109376	0.3664541	0.8192973	220.6884	52.67925	11.43099	7.379437	0	0.008919315	388.0979	1.744141	515.3812	3.321838	715	284	44	.	.	.	.	.	.	80.91666	60.77778
6178	11	mB1	2020-07-07 15:33:20	1.408333	1.212159	0.1442215	0.4134534	0.8522567	295.4276	50.30083	11.43099	7.382568	0	0.005806763	391.3462	3.189362	522.3757	6.921997	1588	1111	22	.	.	.	.	.	.	61.52778	44.91667
6178	11	mB1	2020-07-07 16:33:20	1.343791	1.105783	0.1365736	0.3911326	0.8198421	272.6039	38.26305	11.43099	7.383673	0	0.00479382	393.0973	1.39212	526.7283	3.985962	1092	627	0	.	.	.	.	.	.	74.38889	53.55556
6178	11	mB1	2020-07-07 17:33:20	1.476375	1.265007	0.1274455	0.4330496	0.8524649	253.9069	42.35465	11.43099	7.39011	0	0.007452522	395.0701	3.255341	531.4173	6.432251	1177	1104	20	.	.	.	.	.	.	66.52778	42.47222
6178	11	mB1	2020-07-07 18:33:20	2.015973	1.841433	0.2043881	0.5988944	0.9133377	323.0622	58.28001	11.46465	7.470598	0	0.0161633	401.1834	13.50159	540.6608	17.20148	1803	1676	707	.	.	.	.	.	.	47.63889	32.55556
6178	11	mB1	2020-07-07 19:33:20	2.502509	2.318507	0.342996	0.7455993	0.9254985	641.8008	147.3542	12.01228	7.903344	0	0.01355487	418.5122	15.19162	562.1942	19.37189	2144	2056	1019	.	.	.	.	.	.	33.88889	14.86111
6178	11	mB1	2020-07-07 20:33:20	1.643812	1.553106	0.2954451	0.49176	0.9456108	524.8367	120.1651	12.74459	8.106441	0	0.008273678	426.9832	1.740295	573.5149	2.983459	564	365	192	.	.	.	.	.	.	81.80556	77
6178	11	mB1	2020-07-07 21:33:20	2.189038	2.123184	0.3041201	0.6585144	0.9671537	931.8641	148.5246	12.90514	8.224999	0	0.01340817	430.8102	9.457245	578.9352	12.66553	1393	1741	724	.	.	.	.	.	.	46.13889	32.77778
6178	11	mB1	2020-07-07 22:33:20	1.809952	1.735137	0.3108993	0.543125	0.9576209	968.5609	110.1576	13.38611	8.422181	0	0.008608071	438.6241	4.434357	589.9634	7.267883	1244	1182	92	.	.	.	.	.	.	62.88889	45.11111
6178	11	mB1	2020-07-07 23:33:20	2.611499	2.492317	0.3604938	0.7829052	0.9523594	1406.21	331.2352	13.8626	8.680254	0	0.01213569	448.0797	13.56085	603.5159	18.57184	2583	2185	606	.	.	.	.	.	.	23.94444	2.333333
6178	11	mB1	2020-07-08 00:33:20	2.339295	2.202488	0.3362783	0.6993069	0.9415368	1653.971	379.6821	14.49862	8.85376	0	0.01563451	461.3191	9.416626	621.038	12.30536	1373	1548	1426	.	.	.	.	.	.	51.30556	40.33333
6178	11	mB1	2020-07-08 01:33:20	2.350677	2.217648	0.3588696	0.7030044	0.94302	1783.269	604.4588	15.77528	9.322845	0	0.01644661	475.3008	23.28439	638.5218	28.04742	2354	3068	734	.	.	.	.	.	.	24.05556	5.944445
6178	11	mB1	2020-07-08 02:33:20	1.635976	1.513239	0.3191413	0.4872614	0.9252612	1284.438	230.5975	16.03218	9.60146	0	0.01090866	491.7127	4.643585	658.8146	6.347839	946	944	0	.	.	.	.	.	.	78.41666	68.5
6178	11	mB1	2020-07-08 03:33:20	1.480219	1.378968	0.2415653	0.4415209	0.9306167	962.8102	125.1462	16.03321	9.60146	0	0.008582949	492.5945	2.130951	660.5155	3.925781	1066	862	11	.	.	.	.	.	.	78.66666	65.66666
6178	11	mB1	2020-07-08 04:33:20	1.236562	1.119694	0.2152414	0.3667004	0.9057884	785.3196	146.3842	16.03731	9.60146	0	0.005801785	494.5734	0.3443298	663.9502	0.5875854	245	44	0	.	.	.	.	.	.	97.5	95.72222
6178	11	mB1	2020-07-08 05:33:20	1.679007	1.496649	0.1993936	0.4963356	0.891538	873.4248	78.80257	16.16574	9.652801	0	0.0172319	495.7951	7.130798	666.378	10.21735	1640	1502	237	.	.	.	.	.	.	56.66667	39.25
6178	11	mB1	2020-07-08 06:33:20	1.639016	1.49435	0.2215962	0.4867268	0.916398	924.2494	99.01049	16.87367	9.898009	0	0.01508195	507.1595	7.650055	680.7952	9.402588	1346	886	176	.	.	.	.	.	.	75.05556	58.83333
6178	11	mB1	2020-07-08 07:33:20	1.49623	1.393545	0.156936	0.4462743	0.9278381	386.8955	23.6802	16.87531	9.936797	0	0.008562317	510.8311	3.328827	685.8308	5.014832	1399	553	344	.	.	.	.	.	.	80.77778	66.44444
6178	11	mB1	2020-07-08 08:33:20	2.207151	2.037848	0.2284014	0.6571346	0.922331	465.4427	52.36985	16.91088	10.12976	0	0.01524865	521.7368	19.45105	699.5188	23.68835	2111	2571	652	.	.	.	.	.	.	43.61111	15.94444
6178	11	mB1	2020-07-08 09:33:20	1.461874	1.27985	0.255228	0.4306056	0.8737562	428.696	56.48187	16.93494	10.2548	0	0.006335967	534.1666	2.391418	715.6196	4.139038	1082	606	2	.	.	.	.	.	.	80.33334	68
6178	11	mB1	2020-07-08 10:33:20	1.61621	1.42741	0.2116036	0.476892	0.8783634	218.375	22.37104	16.94271	10.3205	0	0.0133059	537.7619	8.367432	721.1611	11.10303	1519	1084	172	.	.	.	.	.	.	67.86111	51.94444
6178	11	mB1	2020-07-08 11:33:20	2.314167	1.954127	0.4059656	0.6768838	0.8439007	199.3539	17.96757	16.95097	11.62114	0	0.01625113	561.6212	33.6889	748.7637	38.50385	3227	3006	1012	.	.	.	.	.	.	23.27778	1.111111
6178	11	mB1	2020-07-08 12:33:20	1.520743	1.13419	0.4184561	0.4348599	0.740532	143.6387	6.986398	16.95097	11.84627	0	0.01195738	580.2285	3.626526	771.0878	5.315002	953	763	57	.	.	.	.	.	.	78.5	63.02778
6178	11	mB1	2020-07-08 13:33:20	1.302361	0.945075	0.3578188	0.3706715	0.7247353	115.115	4.515141	16.95097	11.84869	0	0.004361107	580.6333	0.1723022	772.0123	0.6567383	356	85	0	.	.	.	.	.	.	94	86.88889
6178	11	mB1	2020-07-08 14:33:20	1.573771	1.172389	0.41883	0.4499336	0.7360209	142.2469	11.7814	16.95097	11.85525	0	0.01297915	582.4481	3.144775	775.0735	4.949219	1235	812	184	.	.	.	.	.	.	75.05556	51.33333
6178	11	mB1	2020-07-08 15:33:20	0.6752424	0.4669051	0.1924741	0.1906516	0.4138469	73.72633	13.28992	16.95097	11.85955	0	0.01275554	584.159	0.4758911	777.7425	0.6068115	132	26	71	.	.	.	.	.	.	98.11111	96.41666
6178	11	mB1	2020-07-08 16:33:20	-0.00473356	-0.000319933	-0.001597388	-0.001140528	-0.1354276	-4.535024	0	16.95097	11.85955	0	0	584.3623	0	777.9744	0	0	0	22	.	.	.	.	.	.	100	100
6291	14	mB1	2020-07-05 07:33:20	1.800812	1.455196	0.1995308	0.5223868	-1.263715	115.9076	56.61838	0.005306161	0.6748171	0	0.02269288	12.07318	33.51676	12.95511	36.70582	2068	2389	1012	.	.	.	.	.	.	48.41667	40.69444
6291	14	mB1	2020-07-05 08:33:20	2.790045	2.319408	0.4455397	0.8136499	0.8312015	317.1198	101.7074	0.2703584	1.270502	0	0.01761652	51.70803	33.85925	57.48214	39.16549	2893	3327	2091	.	.	.	.	.	.	23.33333	0
6291	14	mB1	2020-07-05 09:33:20	2.774697	2.319302	0.3879707	0.8100138	0.8363916	417.1527	97.33183	1.003649	1.584614	0	0.01505124	84.25277	29.55451	95.51255	35.13542	2655	3162	1740	.	.	.	.	.	.	16.41667	2.916667
6291	14	mB1	2020-07-05 10:33:20	2.635868	2.342131	0.3977107	0.7787012	0.8886436	511.8293	143.9849	2.266563	2.290091	0	0.01423718	108.7508	20.92312	125.5651	26.12603	2205	3109	1330	.	.	.	.	.	.	22.25	9.694445
6291	14	mB1	2020-07-05 11:33:20	2.382576	2.05355	0.3824853	0.6996576	0.8613781	797.8563	274.5284	2.916546	2.736682	0	0.01451102	128.539	18.84212	149.7204	22.58298	2233	1861	1137	.	.	.	.	.	.	50.61111	27.75
6291	14	mB1	2020-07-05 12:33:20	1.601079	1.190614	0.293898	0.4576004	0.7438226	546.1177	172.2384	2.953643	2.855425	0	0.003064473	136.7314	0.05249023	159.7827	0.1324921	73	0	0	.	.	.	.	.	.	98.91666	98.75
6291	14	mB1	2020-07-05 13:33:20	1.797692	1.401434	0.2497715	0.5180814	0.7707205	353.7888	93.93524	2.961642	2.87643	0	0.0119498	137.3117	4.301102	160.7158	5.991653	859	707	195	.	.	.	.	.	.	74.36111	63.80556
6291	14	mB1	2020-07-05 14:33:20	1.622895	1.373796	0.2396335	0.474915	0.8434752	377.2774	124.4567	3.034904	3.118583	0	0.01687051	147.4399	7.093842	173.3239	8.492462	1403	534	139	.	.	.	.	.	.	79.33334	64.25
6291	14	mB1	2020-07-05 15:33:20	1.36394	1.084056	0.1879897	0.3944551	0.7940654	252.2193	65.36065	3.035086	3.11897	0	0.005651612	148.2779	0.370697	174.6138	0.9790192	1104	45	0	.	.	.	.	.	.	92.91666	83.16666
6291	14	mB1	2020-07-05 16:33:20	1.608918	1.290938	0.1860147	0.4661115	0.796527	263.9686	60.68311	3.035086	3.124714	0	0.01042151	149.6394	1.274231	177.1451	2.23996	2074	161	7	.	.	.	.	.	.	87	71.69444
6291	14	mB1	2020-07-05 17:33:20	1.426413	1.135428	0.1600934	0.4126366	0.7910759	209.4084	51.3799	3.035787	3.126111	0	0.01006583	152.449	5.544968	180.8064	7.138641	924	428	210	.	.	.	.	.	.	75.38889	51.11111
6291	14	mB1	2020-07-05 18:33:20	1.627042	1.309004	0.182393	0.4715959	0.7969385	261.0386	68.36716	3.088253	3.14607	0	0.007752852	156.8517	1.655975	187.3612	3.187363	1215	287	7	.	.	.	.	.	.	81.13889	65.80556
6291	14	mB1	2020-07-05 19:33:20	2.296071	1.845086	0.2394495	0.6653687	0.8011707	289.5184	66.40198	3.122024	3.154407	0	0.01316922	160.2902	11.06242	192.8434	15.42708	2071	1775	400	.	.	.	.	.	.	45.05556	17.08333
6291	14	mB1	2020-07-05 20:33:20	1.48006	1.150575	0.2306743	0.4263271	0.7729017	191.0348	56.5085	3.221519	3.172581	0	0.01110491	169.6805	2.772278	205.5167	4.132599	1019	255	1	.	.	.	.	.	.	82.97222	55.11111
6291	14	mB1	2020-07-05 21:33:20	2.642079	2.353591	0.2616786	0.7809304	0.8911836	294.5915	74.20611	3.847422	3.376704	0	0.01370048	178.8684	18.53963	218.0448	23.7211	2203	2898	631	.	.	.	.	.	.	19.05556	1.138889
6291	14	mB1	2020-07-05 22:33:20	2.442757	2.25317	0.283659	0.7271348	0.9211045	475.7908	133.1272	5.81907	3.792348	0	0.01199856	194.5643	13.4547	238.6329	18.11871	1962	2144	821	.	.	.	.	.	.	35.16667	10.72222
6291	14	mB1	2020-07-05 23:33:20	2.686551	2.519093	0.3318893	0.8024288	0.9366308	912.6724	260.4914	6.991549	4.250153	0	0.01398677	209.8811	14.26842	258.644	18.94711	1840	2990	672	.	.	.	.	.	.	17.55556	1.194444
6291	14	mB1	2020-07-06 00:33:20	1.919414	1.802158	0.3174472	0.5734559	0.9385506	968.751	294.9389	8.310838	4.765963	0	0.01432963	223.4649	8.841995	276.6719	11.7941	1161	1473	291	.	.	.	.	.	.	61.44444	51.30556
6291	14	mB1	2020-07-06 01:33:20	1.380664	1.236709	0.2269472	0.4085398	0.895161	481.3285	119.1886	8.414067	4.859529	0	0.005161158	226.1475	0.2947998	280.4037	0.5240479	241	35	0	.	.	.	.	.	.	97.22222	95.05556
6291	14	mB1	2020-07-06 02:33:20	2.062468	1.899261	0.2362513	0.613726	0.9172241	669.1315	130.0576	8.537491	4.965184	0	0.01143412	229.12	7.769012	285.1762	11.36447	1545	2094	486	.	.	.	.	.	.	42.91667	21.16667
6291	14	mB1	2020-07-06 03:33:20	2.392119	2.231028	0.3197762	0.7136915	0.9318045	1077.873	318.9324	9.299568	5.595584	0	0.01926849	246.3302	23.60054	306.334	27.86481	1550	2686	795	.	.	.	.	.	.	30.5	7.111111
6291	14	mB1	2020-07-06 04:33:20	1.344788	1.188023	0.2570715	0.3968257	0.8842909	797.623	223.5004	9.393248	5.832732	0	0.003607856	257.7473	0.1513672	320.0698	0.3802185	208	24	0	.	.	.	.	.	.	97.25	93.72222
6291	14	mB1	2020-07-06 05:33:20	1.389783	1.181083	0.2018729	0.4070047	0.8462159	505.4587	97.49421	9.393248	5.832732	0	0.004732976	257.8488	0.2744446	320.4534	0.9910278	382	388	0	.	.	.	.	.	.	90.94444	78.91666
6291	14	mB1	2020-07-06 06:33:20	1.303122	1.051592	0.159297	0.3779198	0.8060455	337.6559	76.24071	9.393248	5.832732	0	0.003738403	258.119	0.0826416	321.406	0.3674622	186	39	0	.	.	.	.	.	.	96.16666	87.13889
6291	14	mB1	2020-07-06 07:33:20	1.891897	1.571611	0.1705451	0.5516501	0.822585	250.0865	60.94667	9.475489	5.868973	0	0.01488278	259.6385	7.301117	324.1068	10.41232	1143	1691	524	.	.	.	.	.	.	58.97222	38.61111
6291	14	mB1	2020-07-06 08:33:20	2.401436	2.205551	0.2819834	0.7142038	0.9179172	605.671	194.7623	10.30894	6.293026	0	0.01577098	269.2552	8.865662	337.3065	11.96399	1313	2193	1054	.	.	.	.	.	.	43.61111	28.61111
