feature	Corticosterone	Glutamic_acid	Glutamine	Histamine	Indolelactic_acid	Kynurenic_acid	Kynurenine	Serotonin	Thyroxine	Tryptophan	GABA
R1_S29_6295	0.00975270632915244	0.0056169272090804	0.0547474899278224	0.000878241579859294	0.00134649826273488	0.00094184288705322	0.00559423262499289	0.132039313796249	0.000348818933960913	0.786719439986608	0.0020144884624864
R1_S30_5811	0.00538009287082667	0.019810475256185	0.0666859139690694	0.0037564128400144	0.00160306903214561	0.00101254447600736	0.00724970489327664	0.0666067755119247	0.000256820821121965	0.825226742374106	0.00241144795532282
R1_S33_5851	0.00761167566934661	0.0102126736542749	0.0542515310060028	0.000888665554959067	0.000964284688964241	0.00116187016813905	0.00709506375931424	0.14201704939393	0.000180472662744854	0.772589921564382	0.00302679187794209
R1_S34_5953	0.00646011582173741	0.0112082185257313	0.0604923113282509	0.00376354783626331	0.00138458564999533	0.0011697799815291	0.00685429211922412	0.158401559264988	0.000284751355024354	0.747514020142971	0.0024668179742851
R1_S36_5949	0.00686608081390439	0.00664536690048365	0.0643227096563793	0.000661049817867345	0.00208469823632695	0.000819305770300293	0.0074426522358203	0.115689578110305	0.000308759255862167	0.793220181055292	0.00193961814745902
R1_S37_5952	0.00281206364774355	0.00654186615734706	0.0558676113168751	0.000841444161967075	0.00188018084287232	0.00065093109989805	0.00578896789651865	0.216989559808489	0.000246125256488018	0.70600761398392	0.00237363582788095
R1_S4_5887	0.00907412834469605	0.00767210368415266	0.0608061871614121	0.00251823176262986	0.00155274718365093	0.000600095529913402	0.00750167214119012	0.0863506947981057	0.000226249252178748	0.821792660375714	0.00190522976635619
R1_S42_5814	0.00487442077659989	0.0129044959669326	0.055824200635766	0.00151988817255729	0.00104459168771654	0.0012025001066471	0.00801746608523896	0.0768142361431631	0.000333885960425322	0.834676327414701	0.00278798705025267
R1_S5_6304	0.00424641167034318	0.00763237213238621	0.0637654206535021	0.00203019705278221	0.00139447411593846	0.000892976733194577	0.00740821261327769	0.161500748335902	0.000209265316998387	0.748825242025452	0.00209467935022319
R1_S6_6300	0.00273919802062167	0.00789869470766456	0.0706257623338999	0.000547949354963224	0.00122701437878666	0.000992915839434962	0.00595427567866901	0.16030181919698	0.000271669909864929	0.746199319303347	0.0032413812757679
R3_S1_6405	0.00821208130319723	0.0074584942712551	0.0705470112881701	0.000442061680799204	0.00232440852036517	0.000878631912147487	0.00542280633278527	0.166265148916478	0.000394164038366164	0.735625721110257	0.00242947062617968
R3_S10_6392	0.00300795235091183	0.0106417447232407	0.0500739186371114	0.00192214371559713	0.00116276655248837	0.00186640991283581	0.00944338595415663	0.145816226790061	0.000229331968866619	0.773674146466662	0.002161972928068
R3_S13_6391	0.00940341241021952	0.0130360268971296	0.0540486444373198	0.00223027483300218	0.00217282452562824	0.00133506232027265	0.00699280014211392	0.107541223800006	0.000312887257551404	0.800798651298162	0.00212819207859518
R3_S14_6397	0.00634923673084691	0.00668980335232652	0.041599704197909	0.0010968989518838	0.0018105772697718	0.00155256169034619	0.00681782876879415	0.170921916728086	0.000275254645405405	0.761276012847414	0.00161020481721615
R3_S18_6483	0.00451234666549376	0.00854518489128978	0.0612869541962128	0.000988012602899015	0.00123582990959494	0.00124144071942039	0.00790739668350917	0.128662971091734	0.000259627472832008	0.783605621748943	0.00175461401807081
R3_S2_6445	0.00631266848141438	0.00798159403175543	0.0615858069194169	0.000828214179081138	0.000973356439540883	0.000740410072374283	0.00687436223040303	0.133676798910918	0.000283550282646988	0.779080399617469	0.00166283883497937
R3_S22_6442	0.0083318734976139	0.00895835375251727	0.0504832059170378	0.00160413226559532	0.00112895529806095	0.00150841265675629	0.00630624342611023	0.152972243746986	0.000221170842678545	0.76650061983208	0.00198478876456351
R3_S23_6450	0.00573083699448861	0.00805094695427277	0.0403803319324359	0.00111768508992769	0.00254113267739165	0.00273681596150166	0.00902449191784036	0.148722674514741	0.000334441236223353	0.779930634381164	0.00143000834001293
R3_S24_6484	0.00323159425316489	0.0110486951340439	0.0638314902018329	0.00159042905611213	0.00159785494177127	0.00128298849654719	0.00918648755608322	0.111561525908337	0.000306818030228246	0.794376336770585	0.00198577965129464
R3_S26_6439	0.00690460742506242	0.00762695925223586	0.059098832234773	0.00138200953378348	0.00130483310888888	0.00124168876124784	0.00968569760265712	0.112325652847084	0.000285744118618026	0.798622770377024	0.00152120473862498
R3_S28_6396	0.00613507034696566	0.00437666042028513	0.0454893195467013	0.000635002196563488	0.00116036372609443	0.0011088844328049	0.00717795218916888	0.149475651010211	0.000307580254343165	0.782869545811491	0.00126397006537052
R3_S30_6479	0.00412487084220587	0.00597050146120148	0.0601932570635037	0.000614774015934471	0.00119218105449174	0.00161921145354561	0.010588849039665	0.121388370771434	0.000265022015619833	0.792027108360818	0.00201585392158067
R3_S33_6446	0.00214176833620611	0.00969318196773909	0.0515576548346682	0.000847528196458471	0.00115487358638297	0.00134508267071876	0.00487657738952338	0.125377192797901	0.000353118935825825	0.800779390044141	0.00187363124043592
R3_S34_6475	0.00506173747343441	0.00710128468051845	0.0403504614990754	0.00106747137362134	0.00122227578462106	0.000971494817610954	0.00685758484420151	0.0963192101089495	0.00034690277698342	0.839545246155536	0.00115633048544782
R3_S36_6433	0.00406292547334168	0.0118345667949561	0.0380314378771794	0.00419019691881855	0.000860778955388156	0.00124164009045957	0.00821915029571928	0.105058689179605	0.000332667274351597	0.824697309955193	0.00147063718498744
R3_S39_6395	0.00519000064214678	0.00761047612233174	0.037481083705157	0.000684095268296933	0.00156935186846052	0.00175813600451934	0.00982755727140635	0.151631845542294	0.000263908610614154	0.782151177685396	0.0018323672793772
R3_S41_6443	0.00555454292369756	0.0100785218851104	0.0678930435536692	0.002036461955853	0.000811220598642354	0.000843272222747974	0.0048454493301988	0.112482365422581	0.000307759199929267	0.793958661108602	0.00118870179896896
R3_S42_6436	0.00482734305239818	0.00900890402939828	0.0528333511404998	0.000964224602092501	0.000937139862524476	0.00105732839435759	0.00449756272774506	0.138663473606827	0.000395641907934089	0.784976142202441	0.00183888847378201
R3_S44_6402	0.00546596550967713	0.00870911846212364	0.0512291781127929	0.00149154848226882	0.00142734955010435	0.00105745100051721	0.00795789033051381	0.136227316545011	0.000298011845608612	0.785270873206103	0.000865296955280111
R3_S45_6400	0.00616944531895771	0.00670965896282616	0.0558435792345926	0.0011377389735006	0.00110817430453382	0.00112431060440904	0.00522074217112171	0.13151062141336	0.000312228128849875	0.788416866877344	0.00244663401050521
R3_S46_6489	0.00369814512208508	0.00845781250651952	0.0524506659089152	0.000187072354126192	0.000843271182535472	0.00117582235367445	0.00761799102492948	0.0943216903955168	0.000319705141904105	0.828717124226786	0.00221069978300724
R3_S47_6477	0.00594021832155594	0.00837437130277494	0.0525410793261891	0.00177936594613474	0.00111998227412146	0.00150567127610666	0.0080603586732423	0.114953319593804	0.000470025603267695	0.803076022687442	0.00217958499536168
R3_S5_6486	0.00361952880879451	0.00854136847555711	0.0470544767854206	0.00114475674029685	0.00104630549245539	0.000980457186395033	0.00565094905075652	0.114114070466039	0.000272788653276869	0.815676458042102	0.00189884029890634
R3_S7_6471	0.00513190886626189	0.0102223025076556	0.061707300967928	0.0012964158346245	0.0014766047542072	0.000804239433525323	0.00521690363964996	0.160498350421438	0.00046996443365376	0.751716441116981	0.00145956802407475
R3_S9_6438	0.00665121275175179	0.00817085211294252	0.0575399271179556	0.000931339415318536	0.00213188966715108	0.00116425117397414	0.00479319215628783	0.172895320358918	0.000350686006428628	0.743279342190396	0.00209198704887574
