feature	Acetate	Butyrate	Caproate	Propionate	Valerate
5798	0.657209651548899	0.100768566266264	0.00138683225357174	0.237702713859026	0.00293223607223864
5799	0.68731076775366	0.0840248563802621	0.00167540150657308	0.226988974359505	0
5800	0.686994840358099	0.0819406906368818	0.001336788639817	0.226793428198344	0.00293425216685829
5809	0.675041249246978	0.0853499251439635	0.00149416768949409	0.234004232860629	0.00411042505893474
5810	0.724931667499642	0.0744799561857587	0.000825821199304565	0.197138106246756	0.00262444886853903
5811	0.727925023412596	0.0654209261934271	0.000670474363548963	0.203279016325284	0.00270455970514424
5812	0.779350716480387	0.0913502206167029	0.000689304445397357	0.126895362942497	0.0017143955150157
5813	0.712334175369182	0.0931726602641281	0.00102970037587937	0.190426886656844	0.00303657733396721
5814	0.693526789040299	0.0886955433104967	0.00133116095071389	0.212962985647086	0.00348352105140491
5846	0.669435557993004	0.0905321832722275	0.00241299117458082	0.235284277087836	0.00233499047235211
5847	0.711508679226284	0.0672239982885387	0.00170373022396053	0.216620987480173	0.00294260478104365
5848	0.719628103950863	0.0727397009238944	0.000888921325390338	0.203920448793977	0.00282282500587565
5849	0.724205446778989	0.0710064358296531	0.00130116632501518	0.19941718309017	0.00406976797617361
5850	0.671718283510278	0.0906319965176808	0.00117259093732505	0.233410198926973	0.00306693010774283
5851	0.711427446006159	0.0855501233692115	0.00156262018953204	0.198661510969758	0.00279829946533951
5852	0.690010530082308	0.0904669169315342	0.00122405036126006	0.21520450930228	0.00309399332261675
5886	0.654064278814243	0.100397265632328	0.00184228264166537	0.24026624304721	0.00342992986455292
5887	0.68464065120772	0.13311450463372	0.00118278934675318	0.176922139034307	0.0041399157775003
5888	0.685359456863665	0.118932442952497	0.000495934200689144	0.191817461845869	0.00339470413728059
5889	0.681113367832809	0.075180288752504	0	0.240175582757861	0.00353076065682677
5890	0.638026568639833	0.0983146438332185	0.0022498368230954	0.256364613598446	0.00504433710540747
5891	0.647655526286982	0.124818014487049	0.00153231273066523	0.220271454252611	0.00572269224269306
5893	0.612969570305426	0.112873062523369	0.000940583708910499	0.268070417323286	0.0051463661390084
5916	0.713812407373339	0.065276767709109	0.00489970524433668	0.21204329539627	0.00396782427694513
5917	0.705684810790611	0.0845889502503337	0.00151111136549517	0.205305279668963	0.00290984792459721
5949	0.711407978544209	0.102676394330238	0	0.182223889378508	0.00369173774704503
5950	0.666297402982415	0.0865031752151158	0.00151980321448582	0.239951751391399	0.00572786719658494
5951	0.647988861913325	0.116628087529952	0.00121579805924067	0.229960177330145	0.0042070751673373
5952	0.697256095775521	0.103856655950626	0.000782421216833409	0.194147473412685	0.00395735364433488
5953	0.656538086129714	0.120343647597729	0.00111344570228704	0.217139806075179	0.00486501449509013
5954	0.739203577351993	0.066738354253611	0.000963089366805377	0.19107614613994	0.0020188328876506
6295	0.698217499053909	0.0857147143271742	0.0012453564591493	0.211171150313064	0.003651279846703
6297	0.754601530313825	0.0776820764123173	0.000858108804484363	0.16398575758229	0.002872526887083
6299	0.720407865442689	0.0691643654030458	0.00188825680509643	0.204836277979856	0.00370323436931333
6300	0.681492304972877	0.0841550297587848	0.000549772434450668	0.2311062919233	0.00269660091058701
6303	0.715249251969095	0.0693184522512793	0.00117084419604357	0.210427564098093	0.0038338874854893
6304	0.736778776814768	0.0734355442113213	0.00127509650485057	0.185127944172985	0.00338263829607563
6306	0.741948937802125	0.0756626206389329	0.000950748421951854	0.178084377975606	0.00335331516138443
6307	0.736278742204585	0.0772563578039816	0.000762860938422327	0.183070424165132	0.00263161488787892
6308	0.703987908633953	0.0892877556872167	0.00152698459465231	0.200351989524835	0.00484536155934337
6309	0.719132231123489	0.0712546263888917	0.00128691458302642	0.204175507785829	0.00415072011876323
6310	0.737198493348144	0.0727756977440233	0.0011794737069508	0.186263521166774	0.00258281403410809
6312	0.741094107159249	0.0724488129576584	0.00110608610824441	0.181066213430089	0.0042847803447593
6313	0.723504989585038	0.0581074023521696	0.000915035916233235	0.215551274058728	0.00192129808783052
6315	0.739972707134439	0.0716738599968745	0.00195467367751116	0.18421198420313	0.00218677498804576
6391	0.642254161483044	0.261671929083619	0.0015491372381687	0.0920435125033707	0.00248125969179718
6392	0.736531321578643	0.197452804049599	0.00150359287283758	0.0634877016741467	0.00102457982477436
6395	0.657437675191298	0.238434489963669	0.000739122682842664	0.101041005526874	0.00234770663531595
6396	0.592558965775977	0.263116057355962	0.00148790627554736	0.139768576946334	0.00306849364617957
6397	0.60924536704255	0.205235925638751	0.00134047655392604	0.178884812207315	0.00529341855745754
6398	0.573734113847331	0.279226398296317	0.00172187212796831	0.139304460595734	0.00601315513264857
6399	0.591455928644708	0.24810002177892	0.00240428477803835	0.151512469945277	0.00652729485305567
6400	0.662040185268264	0.195316920373601	0.00141206604043684	0.136682988696944	0.00454783962075373
6402	0.586122033631402	0.262129958171572	0.00134453997601131	0.14714642885437	0.00325703936664444
6403	0.624069794936029	0.214073898179801	0.0019286660815301	0.155151075364887	0.00477656543775223
6404	0.674123012159438	0.164921960037886	0.00147405129103104	0.155204185713204	0.00427679079843998
6405	0.612367339738154	0.22956016195505	0.00141320907728693	0.151504808610502	0.0051544806190073
6406	0.565019700153374	0.302567945603775	0.00105316153864936	0.126197929928822	0.00516126277537917
6408	0.632001288693845	0.200924243890615	0.00148378989255964	0.161472516553884	0.00411816096909588
6409	0.617500611539113	0.251644438823503	0.00135913048524217	0.124480215134232	0.00501560401790952
6410	0.635556985884445	0.191480336898975	0.00270284317671002	0.164121275216692	0.00613855882317796
6432	0.712867208530076	0.0551880081830235	0.00120078053735324	0.228062830751832	0.00268117199771528
6433	0.74320640073794	0.0635931915448663	0.00139698789158495	0.189173954367025	0.00262946545858402
6434	0.730481033261199	0.0802065429711469	0.002491114931308	0.184117139145412	0.00270416969093405
6435	0.757541928997956	0.0719145930901739	0.00177615544733688	0.165461487308157	0.00330583515637711
6436	0.668980616353779	0.0741732721864644	0.00226624238084392	0.250704481327056	0.00387538775185693
6437	0.665615862464786	0.0820480918884319	0.0029570617671199	0.244668182237787	0.00471080164187559
6438	0.754085231155779	0.049718001844789	0.00206423080468967	0.191360700227427	0.00277183596731483
6439	0.737479894996195	0.058556981913627	0.00141734209102847	0.200627418216141	0.00191836278300884
6441	0.77234084881678	0.052253576524408	0.000772275359330559	0.171749867353358	0.00288343194612368
6442	0.71643205992349	0.0757858336545348	0.00244771145469154	0.200399568037408	0.00493482692987524
6443	0.648340301213035	0.0838173413783633	0.00319750594676697	0.260741124178175	0.00390372728365959
6444	0.695380432969683	0.0705296326788359	0.0022412279164533	0.228104432277504	0.00374427415752438
6445	0.682226846660264	0.0824232306111078	0.00185711122799123	0.230159230649086	0.00333358085155108
6446	0.644017445921839	0.0851597796828857	0.00248040383268618	0.263734310574457	0.00460805998813198
6448	0.742042348307908	0.0785670855966409	0.00220229978340033	0.174010449202406	0.00317781710964509
6450	0.665239956493537	0.0772191113031427	0.00224091694157487	0.251083879018022	0.00421613624372403
6471	0.688450505334051	0.0647874556407014	0.00221111211938476	0.240141690130763	0.00440923677509924
6472	0.661322554637553	0.0710100175223578	0.0020710983197189	0.262124080386517	0.00347224913385401
6473	0.66237451603691	0.0816991731625949	0.00262438226098452	0.248754481150535	0.00454744738897556
6475	0.719920988542786	0.0718358379294707	0.00129106444235455	0.203593261242582	0.00335884784280666
6476	0.746722112829029	0.0452926994878389	0.00231845758245753	0.20302642187604	0.0026403082246345
6477	0.743449988242757	0.0637942842782111	0.000879291111127916	0.189290364353819	0.00258607201408457
6478	0.704752956482383	0.0508717009630237	0.00260661521399579	0.239404388283234	0.00236433905736293
6479	0.733201361134422	0.0689202714164885	0.00160939491346172	0.193795828034785	0.00247314450084308
6481	0.65583879833134	0.0971682243584367	0.0020087628181382	0.240146635893469	0.0048375785986162
6483	0.680529005651566	0.072802384541416	0.00182888678637446	0.239995025038185	0.00484469798245844
6484	0.71519428688462	0.0636264190680284	0.00233194007672423	0.213877655090816	0.00496969887981081
6485	0.655505436257159	0.0943148578064181	0.00262383409068856	0.243331619038402	0.00422425280733247
6486	0.700053298171842	0.0869209469218417	0.00182586580636055	0.207973065522657	0.00322682357729823
6487	0.68920997274631	0.0791795175605613	0.0019056706292677	0.227015551862818	0.00268928720104258
6489	0.719167608055774	0.0522110924881127	0.00128084241831295	0.224806773037915	0.00253368399988497
6490	0.641037687156577	0.0945040386370785	0.00220077010422851	0.258514818182621	0.00374268591949564
