feature	Acetate	Butyrate	Caproate	Propionate	Valerate
5798	21.0753354126679	3.23143661708253	0.044472802303263	7.62262759117082	0.0940306621880998
5799	15.0888875505294	1.84464098171319	0.0367809528392685	4.98320595283927	0
5800	27.14969155706	3.238255	0.0528292166344294	8.96276254352031	0.115960174081238
5809	17.2450356858202	2.18040379981464	0.0381709638554217	5.97802186283596	0.105007548656163
5810	36.1413805544747	3.71318920233463	0.0411712159533074	9.82829642996109	0.1308415807393
5811	37.2976811290323	3.35206067362429	0.0343540037950664	10.4156825047438	0.138577191650854
5812	46.2160251661918	5.41712993352327	0.040876220322887	7.52498094017094	0.101664814814815
5813	31.2309980139027	4.08498604766634	0.0451453426017875	8.34892094836147	0.133133217477656
5814	18.9259350954198	2.42044881679389	0.0363265935114504	5.81163367843511	0.0950632251908397
5846	13.0049643398058	1.75874705339806	0.0468766019417476	4.57081133009709	0.0453613009708738
5847	22.1771698960396	2.09531952970297	0.0531039405940594	6.75190701485148	0.0917186930693069
5848	53.4841445930777	5.40615445743686	0.0660663423760524	15.1557599111319	0.209797782974743
5849	42.2354040909091	4.1410700839921	0.075883557312253	11.629939194664	0.237347420948617
5850	24.5574171050049	3.31342438665358	0.0428688714425908	8.53326722276742	0.112124210009814
5851	34.9278648498062	4.20012351744186	0.0767175726744186	9.75338025678295	0.13738382751938
5852	35.9711384975124	4.71615700995025	0.0638113233830846	11.2188885124378	0.161293860696517
5886	15.9991101184834	2.45582423696682	0.0450641990521327	5.87716865876777	0.0838997440758294
5887	31.3846164111328	6.10210284667969	0.05422025390625	8.11028889160156	0.189777905273438
5888	68.0788562559694	11.8139242215855	0.049262664756447	19.0538166236867	0.337206370582617
5889	23.1551539747191	2.55583173689139	0	8.16501754681648	0.12003186329588
5890	13.9281556853282	2.14621417471042	0.0491140637065637	5.59645385617761	0.110118161196911
5891	24.7549944190665	4.77085290963257	0.058568778550149	8.4193192204568	0.21873543694141
5893	27.1206451454898	4.99403302133851	0.0416158292919496	11.8606909941804	0.227699345295829
5916	23.2623170955166	2.12729402534113	0.159675701754386	6.9102446588694	0.129306783625731
5917	32.4913983480826	3.89467540806293	0.0695751425762045	9.45274083087512	0.133976283185841
5949	30.7584287708948	4.43931563421829	0	7.87863039331367	0.159615939036382
5950	16.8048008349057	2.18171138679245	0.0383312169811321	6.05186418867925	0.144463518867925
5951	41.4732269180819	7.46454672827173	0.0778147152847153	14.7181397352647	0.269265404595405
5952	38.9299718151017	5.79863942884802	0.0436850048402711	10.8398559922556	0.220951335914811
5953	27.7627947878496	5.08892943587271	0.0470838862102218	9.18211449373192	0.205725154291225
5954	31.8599430078125	2.87644733886719	0.041509501953125	8.23545138671875	0.087012431640625
6295	24.8622254249292	3.05214142115203	0.0443448253068933	7.51941157223796	0.130015278564684
6297	39.4973436551393	4.06603425072046	0.0449151200768492	8.58334042747358	0.15035376560999
6299	34.0004738262911	3.2642913943662	0.089118441314554	9.6674826056338	0.174778384976526
6300	30.9599396702231	3.82313142095053	0.0249759553831232	10.499072114452	0.122505567410281
6303	29.1115822876448	2.82135188706564	0.0476548938223938	8.56467774131274	0.156044247104247
6304	38.8824675360231	3.87545794428434	0.0672914313160423	9.76986784341979	0.178513996157541
6306	37.1644361920849	3.78996248069498	0.0476232625482625	8.92029783301158	0.167968523166023
6307	47.3508787051793	4.96843955677291	0.0490604083665339	11.7734561005976	0.169241987051793
6308	25.7087757602339	3.26067942495127	0.0557636062378168	7.31660914717349	0.176946666666667
6309	28.765394313052	2.85019546614328	0.0514767713444553	8.16705014229637	0.166029411187439
6310	32.1876007876371	3.17753648055833	0.0514982452642074	8.1326480109671	0.112770967098704
6312	29.8120773555338	2.91440667972576	0.044494652301665	7.28377126346719	0.172364348677767
6313	47.1928750814957	3.79023699904123	0.0596860786193672	14.0600058005753	0.125322674976031
6315	49.2783194496707	4.77310492003763	0.130171063029163	12.2675565145814	0.145627798682973
6391	34.2854783939096	13.9688425687623	0.082697652259332	4.91356233791749	0.132457180746562
6392	30.0627808189655	8.05937262452107	0.0613717049808429	2.5913587164751	0.0418199712643678
6395	47.3876235172414	17.1861824630542	0.0532754187192118	7.28296127586207	0.169220965517241
6396	26.2228558909445	11.643827624148	0.0658451801363194	6.18525997078871	0.135791830574489
6397	24.0453456594488	8.10013344488189	0.052905157480315	7.06012285925197	0.208917598425197
6398	18.6930652812803	9.09758922405432	0.05610101842871	4.53873547526673	0.195917061105723
6399	21.7944513023952	9.14219231037924	0.0885950499001996	5.58305528443114	0.240523093812375
6400	25.8195764434524	7.6173626140873	0.0550705952380952	5.33063846230159	0.177365808531746
6402	32.0675123231827	14.3414769990177	0.0735615618860511	8.05057590373281	0.178196935166994
6403	20.1329469552529	6.90618016050584	0.0622201750972763	5.00528690175097	0.154095486381323
6404	49.5474516715686	12.1216197892157	0.108341480392157	11.407371877451	0.314340382352941
6405	30.3481247559809	11.3767015023923	0.0700367942583732	7.50838023923445	0.255449320574163
6406	44.0700478072763	23.5995025024582	0.0821438249754179	9.84310600786628	0.402564896755162
