feature	Corticosterone	Glutamic_acid	Glutamine	Histamine	Indolelactic_acid	Kynurenic_acid	Kynurenine	Serotonin	Thyroxine	Tryptophan	GABA
R1_S38_6178	0.00610365370010091	0.0290940002104484	0.115775110203955	0.00299358587962964	0.00107059267638343	0.000909079728244378	0.00560382253384142	0.140921609020361	0.000610651694333947	0.692727342651932	0.00419055170076974
R1_S39_6355	0.000916890053669026	0.0166757331533345	0.0828411749085397	0.000959155269614647	0.000760202032930894	0.000700209340186433	0.00592679976518631	0.164686959792835	0.00046803657953066	0.723865696219878	0.00219914288429479
R1_S40_6181	0.00264468370140158	0.0179901929813266	0.0712797551562974	0.00098294791961979	0.000877589207495882	0.00132585666534447	0.00851699597193669	0.175762464025658	0.000412090585174632	0.716499508654631	0.00370791513111416
R1_S41_6292	0.0023475638303275	0.0232071327454976	0.084122483764688	0.00168701238517841	0.00122330219581405	0.000676620119090696	0.00633715767773144	0.202664860627067	0.000374588562595619	0.673174529207691	0.00418474888431824
R1_S7_6192	0.00325863317844859	0.0110293962285227	0.0736372792971376	0.000681480635181701	0.00139916095147018	0.00096853239619436	0.00745453770639737	0.150426171055865	0.000433276070631026	0.748886885262845	0.00182464721730607
R1_S8_6334	0.00153325000582814	0.00749138273952715	0.0831460165778605	0.000656798413052907	0.00113951122040585	0.000801547881289435	0.00736208302393594	0.149913594039633	0.000512738665916618	0.745290549841523	0.00215252759102813
R1_S9_6189	0.0018995539084182	0.0174002294435788	0.089095073319745	0.0025095768171567	0.000975422904738172	0.000648875427809252	0.00657665193759814	0.0997324984882315	0.000522728038668394	0.778388409564734	0.0022509801493219
R3_S11_6456	0.00258899430455604	0.0115709199046575	0.0731945326069736	0.00075291782983953	0.00078544746095039	0.000739333455887634	0.00391297631447295	0.168124479916258	0.000510793279555174	0.735395236579419	0.0024243683474302
R3_S12_6425	0.000281678175417089	0.0195432402939126	0.0884806532327395	0.000731949760542226	0.000977854306474626	0.00110140176241824	0.00496720917699476	0.183308588340002	0.000650065113017729	0.697419624924459	0.00253773491402237
R3_S15_6468	0.00218281181323773	0.0105046944751879	0.0622348137831698	0.000751454943099677	0.000964504154332527	0.00146198613633836	0.00556173248110825	0.1930252966813	0.000460625188652768	0.72109079162673	0.00176128871684345
R3_S16_6459	0.00106483573721492	0.0107710720134484	0.0529553149244563	0.000732485305862007	0.001218177373867	0.00103945790300889	0.00567244192877822	0.134345873097107	0.000413195779409913	0.791066192252718	0.000720953684129951
R3_S17_6429	0.000885155860100901	0.014995714200932	0.0744594672086915	0.00133990380678621	0.00105648765807562	0.00147367382502371	0.00514706563620515	0.167813511272666	0.000475081390116394	0.729206161834678	0.00314777730672524
R3_S19_6466	0.00112601836653081	0.0107852378150527	0.0651343412939401	0.00044036049946156	0.00147222254976269	0.00140050945229911	0.00586868253527892	0.120330851618895	0.000709766793478158	0.790887807708255	0.00184420136704626
R3_S20_6453	0.00334947286722491	0.00857145908792935	0.0702881280626781	0.00190975913391145	0.000711777818695392	0.00192372630157342	0.00540264651353478	0.141960511987071	0.000441837199241464	0.763765533795479	0.00167514723266134
R3_S21_6385	0.00352270366536575	0.0126096083660963	0.0518194663858346	0.000499827145944608	0.000845255331132985	0.000700093915037383	0.00327544938555332	0.110923876433644	0.000438003578648795	0.813783296399817	0.00158241939292536
R3_S25_6375	0.00463019870115116	0.0188439705216813	0.068420457148604	0.000587825014852767	0.00166988864615402	0.00147074982726093	0.00474478383869988	0.123347804304788	0.000662275090001248	0.773413966629232	0.00220808027757446
R3_S27_6465	0.00309758585236126	0.0119692358440327	0.0776402440542079	0.000877389483196862	0.00107754960034988	0.0013999173430071	0.00654259365171319	0.0837289080387618	0.00042832842779671	0.811837236291507	0.00140101141306533
