feature	Corticosterone	Glutamic_acid	Glutamine	Histamine	Indolelactic_acid	Kynurenic_acid	Kynurenine	Serotonin	Thyroxine	Tryptophan	GABA
R1_S1_6342	0.00174572995351927	0.0127618840629766	0.0907932330710948	0.000958817677221636	0.00157893510192036	0.00108349261680062	0.00555746967155735	0.214939595834172	0.00064140202023946	0.668015290089662	0.00192414990083569
R1_S11_6324	0.0022017042820153	0.0106651386693629	0.0718903626366652	0.00127632895294229	0.00130564707093455	0.000707852169411163	0.00573293694424827	0.164195332240586	0.000332509123295287	0.739244252086426	0.00244793582411324
R1_S12_6344	0.00155195912469668	0.0205304321421698	0.0947824995628835	0.00209954928493876	0.00114110723714963	0.000725100878501413	0.00681982859009057	0.124646346814939	0.000367936571974399	0.744948951334438	0.00238628845821835
R1_S15_6327	0.00309379066828934	0.0107669443779648	0.0819139456269745	0.000879859614307915	0.00150734699509004	0.00155094473489398	0.00688548464416315	0.0758957601804238	0.000415318179845284	0.814972889625702	0.00211771535234515
R1_S17_6357	0.000368904378788109	0.0107505062496591	0.0565562472738266	0.000795474111803931	0.00162245257206288	0.00157107098882959	0.00684768600774332	0.131353939770525	0.000327055318900096	0.787886992662436	0.00191967066542485
R1_S18_6329	0.00313642774903965	0.0148859412432252	0.0858194215902318	0.000765443092025595	0.00131916485260735	0.000981388408786288	0.0071572346261054	0.1570536591839	0.000356428423928089	0.725966911766974	0.00255797906317606
R1_S20_6193	0.0062290377540832	0.0169209695646433	0.0863107754855142	0.00137611041110995	0.00154837467324101	0.00140120921391815	0.00783541386238516	0.117961314941043	0.000359556168800627	0.757418594458606	0.00263864346665508
R1_S22_6188	0.00503452508995565	0.0130433548017423	0.0725802269761419	0.000930798947085314	0.00133429992409431	0.000625289668102363	0.00639384833045362	0.159291443291618	0.000623579089832582	0.738129576499431	0.00201305738154355
R1_S24_6330	0.00254574614842629	0.0218822953181129	0.0665966931402638	0.00120892178309624	0.00124588488357416	0.000720291036173125	0.0041457403312826	0.189744879095703	0.000445887792145998	0.709181363810692	0.0022822966605307
R1_S26_6191	0.00331358477209511	0.011534476778811	0.0765660862676421	0.00102308982113726	0.000943668435961558	0.000931788598515109	0.00564381266252741	0.169518517307299	0.000383091387318073	0.727144516442785	0.00299736752590817
R1_S27_6346	0.00272444206109132	0.0124248097796409	0.0632032090876362	0.000517783372011042	0.00100120883903919	0.00195136801654399	0.00574378594288047	0.130263696708919	0.000361838306361178	0.778397782860244	0.00341007502563286
R1_S3_6326	0.00459169432547733	0.015684323488022	0.0603250475559763	0.00115731652527589	0.00138539307872533	0.000875670679600964	0.00784843049097355	0.149498909339794	0.000268741996407845	0.756256260351319	0.00210821216842755
R1_S31_6343	0.00135038536124509	0.0124281438018995	0.0534970513649247	0.000891094425936055	0.00102892944159912	0.00233313112227139	0.00987630649893093	0.132738819551489	0.000368315847048879	0.782907980707076	0.00257984187757943
R1_S32_6335	0.00326135606698593	0.0109189979987242	0.0640046515057713	0.000633979655364759	0.000857073979296673	0.0014379027723159	0.00620171749110866	0.132520422598545	0.000332094945810062	0.777458688807839	0.00237311417823848
R1_S35_6356	0.000639768840635338	0.0140661578677654	0.0663299841183989	0.000942699459648056	0.000925186207224003	0.00121235489905507	0.00632641919857216	0.138039552902233	0.000381351071533755	0.768717118260475	0.00241940717445953
